,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,frame_id,video_id,exercise_label
10,[ 0.60703111  0.52771938 -0.29565564],[0.43665236 0.53632915 0.0681821 ],[ 0.63059455  0.79773927 -0.38044056],[0.40765893 0.78590447 0.15673992],[ 0.58159095  0.98868173 -0.60645229],[ 0.36170146  0.9430173  -0.13769759],[ 0.56071073  1.00983644 -0.12847048],[0.45396712 0.99338377 0.12947434],[ 0.54245633  1.39171708 -0.21020146],[0.43174419 1.36939919 0.17722343],[0.53532851 1.72055304 0.15240468],[0.4358336  1.69902313 0.45614263],10,30,Biceps curl
11,[ 0.60837579  0.52783108 -0.29301959],[0.4374674  0.54136151 0.06068269],[ 0.6308682  0.7996614 -0.3772034],[0.40920416 0.78928632 0.12800135],[ 0.57791412  0.9706769  -0.61471653],[ 0.36179197  0.9269852  -0.21190307],[ 0.56308419  1.00948858 -0.11761935],[0.45391577 0.99349421 0.11883097],[ 0.55594391  1.39391243 -0.16089685],[0.44320706 1.37224817 0.15453331],[0.54937613 1.72394335 0.21037321],[0.44500178 1.70539105 0.41907939],11,30,Biceps curl
12,[ 0.61144626  0.52876937 -0.28600964],[0.43843874 0.54389429 0.10182992],[ 0.63085878  0.8020975  -0.41323179],[0.40925872 0.79047257 0.12577263],[ 0.57497287  0.95396602 -0.7258237 ],[ 0.35999757  0.90270472 -0.31573126],[ 0.56369168  1.00941658 -0.12189587],[0.45212147 0.98731804 0.12327638],[ 0.55438966  1.39581895 -0.19289611],[0.44107085 1.37366009 0.17052771],[0.54606515 1.72767198 0.1598286 ],[0.44368175 1.70603049 0.44753364],12,30,Biceps curl
13,[ 0.61381459  0.53171641 -0.29496464],[0.4402256  0.54330862 0.07090518],[ 0.63187033  0.80192614 -0.40284288],[0.40917093 0.78752828 0.12514216],[ 0.57172358  0.9351449  -0.7059859 ],[ 0.35459441  0.87978357 -0.24088515],[ 0.5638755   1.00629592 -0.09986173],[0.45274943 0.98286629 0.1011304 ],[ 0.55469674  1.38999915 -0.1265021 ],[0.4432103  1.36865687 0.15861449],[0.54386806 1.71511734 0.25491658],[0.44184443 1.70525205 0.45031723],13,30,Biceps curl
14,[ 0.61459178  0.53243667 -0.29184544],[0.44365951 0.54530209 0.09570052],[ 0.63229191  0.80433613 -0.38476229],[0.41014159 0.78737986 0.24057449],[ 0.56253177  0.91652876 -0.62648213],[ 0.34888193  0.85806048 -0.01622347],[ 0.56448787  1.00914419 -0.10009865],[0.45396894 0.98493248 0.10119917],[ 0.55730015  1.3951112  -0.11520326],[0.4517993  1.37656736 0.08562163],[0.54726911 1.71638238 0.24004884],[0.44599396 1.72220027 0.30721098],14,30,Biceps curl
15,[ 0.61464757  0.53357071 -0.26893467],[0.44600093 0.54955268 0.10770264],[ 0.63413984  0.80436313 -0.38830245],[0.41539294 0.78840077 0.25404114],[ 0.56450373  0.88161445 -0.66821653],[ 0.34732977  0.8342014  -0.01726096],[ 0.56449759  1.01048863 -0.10325827],[0.45924988 0.98515445 0.10441341],[ 0.55869025  1.40035367 -0.13466817],[0.45790145 1.38410676 0.06324034],[0.54907799 1.72473049 0.20934036],[0.4504877  1.73849154 0.25710377],15,30,Biceps curl
16,[ 0.61452854  0.53812987 -0.24271168],[0.44754437 0.55091077 0.10442472],[ 0.63409692  0.81576139 -0.38943151],[0.41666323 0.79146737 0.19245844],[ 0.56524795  0.83833742 -0.71027184],[ 0.34889728  0.8131932  -0.16552863],[ 0.55938536  1.01053035 -0.09874182],[0.45269129 0.98552775 0.10002591],[ 0.55730575  1.40071404 -0.11261129],[0.45448479 1.38467717 0.07915688],[0.54804426 1.72627878 0.21373101],[0.44919342 1.73964548 0.28211963],16,30,Biceps curl
17,[ 0.61570263  0.54213959 -0.24824311],[0.45138851 0.55061364 0.1197317 ],[ 0.63539594  0.82184654 -0.43277687],[0.41646731 0.78007871 0.19336797],[ 0.564987    0.81406927 -0.76818085],[ 0.34930351  0.77496362 -0.14702277],[ 0.55910426  1.01061082 -0.10202406],[0.45269212 0.98485345 0.10325541],[ 0.55763781  1.40079594 -0.09406585],[0.45677239 1.38474464 0.09597347],[0.55236614 1.72756207 0.23464465],[0.45147812 1.73908091 0.32992777],17,30,Biceps curl
18,[ 0.61688417  0.5407685  -0.26073396],[0.45127603 0.55146599 0.1159329 ],[ 0.63782114  0.81164867 -0.46055397],[0.41637611 0.77935547 0.12706518],[ 0.5659253   0.8110624  -0.75715703],[ 0.34750441  0.75744021 -0.27858013],[ 0.55957699  1.01040137 -0.10443214],[0.45160344 0.98355103 0.105659  ],[ 0.55823457  1.39182889 -0.06268316],[0.45524427 1.37803102 0.26840863],[0.55459684 1.72384405 0.2461943 ],[0.45029819 1.72879422 0.58475477],18,30,Biceps curl
19,[ 0.61865997  0.54070497 -0.26155758],[0.45270965 0.55215156 0.14250144],[ 0.6418497   0.81055784 -0.49047968],[0.41625699 0.7759003  0.26649728],[ 0.56902659  0.78141993 -0.83581853],[0.33853015 0.74166232 0.03252072],[ 0.56058526  1.01207089 -0.1048677 ],[0.45161375 0.99117172 0.10636907],[ 0.55860627  1.39244151 -0.07994678],[0.45647636 1.37817407 0.24350734],[0.55494285 1.7241267  0.24371776],[0.4520385  1.72864425 0.51218516],19,30,Biceps curl
20,[ 0.61901242  0.54061288 -0.26213712],[0.45222062 0.55270046 0.14200187],[ 0.64867729  0.8072778  -0.49226838],[0.41650674 0.77603877 0.21347687],[ 0.56852108  0.75485909 -0.83368284],[ 0.33457136  0.72435218 -0.09972508],[ 0.56288213  1.01465964 -0.10061786],[0.45162499 0.99637991 0.10196838],[ 0.56173617  1.39499271 -0.09152318],[0.45782459 1.38232791 0.2241109 ],[0.55832809 1.7281841  0.24237446],[0.45310771 1.73031723 0.48664284],20,30,Biceps curl
21,[ 0.61888576  0.5380758  -0.2649442 ],[0.45160988 0.55325711 0.14073829],[ 0.65220517  0.80009234 -0.51578945],[0.41611576 0.7768802  0.15493278],[ 0.56866246  0.72958398 -0.879484  ],[ 0.33151498  0.71129823 -0.22360501],[ 0.56826591  1.01596594 -0.10188215],[0.45333603 1.00204289 0.10319464],[ 0.5717997   1.39525759 -0.09839199],[0.46542424 1.38693976 0.20747189],[0.5710302  1.72882926 0.24960405],[0.46246472 1.73066068 0.50008869],21,30,Biceps curl
22,[ 0.61826807  0.53572816 -0.28197068],[0.45155242 0.55305159 0.13595954],[ 0.64401788  0.79764885 -0.56456602],[0.4160853  0.7725749  0.15917048],[ 0.56784475  0.71867627 -0.95752704],[ 0.32523689  0.69310015 -0.18514842],[ 0.56851786  1.01583385 -0.10254326],[0.4541668  1.00376916 0.103821  ],[ 0.57319373  1.39557016 -0.09556496],[0.4683302  1.3872602  0.20379919],[0.57208085 1.72864091 0.27425557],[0.46476039 1.73054612 0.5125221 ],22,30,Biceps curl
23,[ 0.61818486  0.53363073 -0.27626473],[0.44762233 0.55758822 0.07842205],[ 0.64386559  0.79652977 -0.53011477],[ 0.41080078  0.77880418 -0.00191965],[ 0.56737733  0.69536477 -0.79901546],[ 0.32199034  0.67160457 -0.46469814],[ 0.571549    1.01550317 -0.08319369],[0.4551166  1.00628328 0.08416285],[ 0.58138305  1.39570296 -0.05420998],[0.47085106 1.39420891 0.20367481],[0.58492362 1.73191726 0.29169282],[0.47577399 1.7403096  0.50672311],23,30,Biceps curl
24,[ 0.61762196  0.53361732 -0.24360998],[0.44322017 0.55873513 0.03889881],[ 0.64528412  0.79989976 -0.51270378],[ 0.40662071  0.78382266 -0.10388195],[ 0.59262305  0.66795605 -0.85946959],[ 0.32463142  0.65981591 -0.62799287],[ 0.57388943  1.01526928 -0.06941024],[0.45612878 1.00903952 0.07048761],[ 0.58731431  1.39600086 -0.05373375],[0.47430679 1.3956393  0.19602157],[0.59224188 1.73195767 0.28602329],[0.47943446 1.740839   0.49330196],24,30,Biceps curl
25,[ 0.61420417  0.53595012 -0.23648264],[0.43878856 0.56646216 0.04758129],[ 0.64499414  0.80671161 -0.50354159],[ 0.39801642  0.78693575 -0.10201762],[ 0.59025228  0.6442849  -0.86376697],[ 0.33113953  0.64488333 -0.63150537],[ 0.5720759   1.01550031 -0.07288563],[0.45615134 1.01168883 0.07393372],[ 0.58357447  1.39631665 -0.0520551 ],[0.47276467 1.39748061 0.19442874],[0.58606982 1.73209357 0.27593407],[0.47573191 1.74068034 0.48851883],25,30,Biceps curl
26,[ 0.61081463  0.53686631 -0.22462659],[0.43661487 0.56875592 0.0457411 ],[ 0.64120543  0.81400001 -0.49826226],[ 0.39100069  0.78727883 -0.12791277],[ 0.58980781  0.63075984 -0.84995455],[ 0.33776242  0.62539762 -0.62834257],[ 0.57053667  1.01532722 -0.07122789],[0.45468855 1.01141655 0.07229521],[ 0.58238345  1.39602113 -0.04295821],[0.4725334  1.39796937 0.21495113],[0.58581603 1.73215771 0.25955346],[0.47620186 1.74050426 0.50253075],26,30,Biceps curl
27,[ 0.60903418  0.54081875 -0.21551482],[0.43336976 0.5724923  0.04606543],[ 0.63555908  0.81592172 -0.49615854],[ 0.38665321  0.7887488  -0.14156383],[ 0.58819759  0.59597903 -0.82818162],[ 0.33829546  0.61644554 -0.64075005],[ 0.57030731  1.01531863 -0.06859448],[0.45185307 1.01364422 0.06983031],[ 0.58453661  1.39675128 -0.04118899],[0.47252756 1.4043504  0.22972457],[0.58930069 1.73571539 0.23282641],[0.47893116 1.7441746  0.50625718],27,30,Biceps curl
28,[ 0.60546583  0.54109722 -0.20320056],[0.43015879 0.57147211 0.02757326],[ 0.63577026  0.81752962 -0.47251639],[ 0.38695902  0.79075402 -0.16077468],[ 0.5973441   0.58423036 -0.79755729],[ 0.33859858  0.61239374 -0.64865017],[ 0.57019395  1.0148977  -0.06262744],[0.45141438 1.01357961 0.06396712],[ 0.58633149  1.39688337 -0.03803103],[0.47228059 1.4076966  0.22602694],[0.59191436 1.73780501 0.21256882],[0.48055139 1.74840426 0.49593633],28,30,Biceps curl
29,[ 0.60300064  0.54505664 -0.19247147],[0.42465189 0.57113707 0.02787273],[ 0.63252777  0.82257283 -0.4431923 ],[ 0.38676208  0.79487503 -0.14585075],[ 0.59559196  0.58628964 -0.75438702],[ 0.3441883   0.61361974 -0.6160785 ],[ 0.56842345  1.01446378 -0.05990415],[0.45093319 1.01330948 0.06110663],[ 0.58524734  1.39696288 -0.00672535],[0.4720124  1.40707529 0.20219907],[0.5903464  1.73649931 0.25691992],[0.47905749 1.74640048 0.4373053 ],29,30,Biceps curl
30,[ 0.60294467  0.54942614 -0.18903929],[0.42498451 0.57046694 0.03631257],[ 0.63241047  0.82768118 -0.4422549 ],[ 0.38625464  0.79609108 -0.11857322],[ 0.59441471  0.59947962 -0.76145154],[ 0.34595096  0.60392869 -0.58000374],[ 0.56648773  1.01431739 -0.06177273],[0.45095065 1.01310909 0.06298809],[ 0.58476239  1.3970139  -0.0183661 ],[0.47206515 1.4067502  0.14699174],[0.58876801 1.7362026  0.20988788],[0.47905758 1.74485528 0.35225216],30,30,Biceps curl
31,[ 0.60269547  0.55176133 -0.19818939],[0.42487043 0.57002556 0.03828714],[ 0.63162637  0.82753044 -0.44289297],[ 0.38455555  0.79587394 -0.11107682],[ 0.59348983  0.60091126 -0.76455706],[ 0.34571674  0.59711707 -0.5904609 ],[ 0.56430179  1.01394403 -0.06408693],[0.45099133 1.01293123 0.06529734],[ 0.58070242  1.39714563 -0.05509076],[0.46997324 1.40534496 0.12411918],[0.5852288  1.73535788 0.21158563],[0.47828656 1.73920822 0.34430271],31,30,Biceps curl
32,[ 0.60279667  0.55294418 -0.2039752 ],[0.42358264 0.56927186 0.03749503],[ 0.63164437  0.82736582 -0.4596287 ],[ 0.38432392  0.79598218 -0.1248996 ],[ 0.59269756  0.60100144 -0.80497199],[ 0.34690171  0.6040054  -0.61236078],[ 0.56433827  1.01382685 -0.06534024],[0.45134404 1.01326478 0.06652695],[ 0.58047807  1.39720106 -0.05544326],[0.46995074 1.40481722 0.14635453],[0.58504689 1.73187149 0.24648692],[0.47810924 1.73442852 0.38869306],32,30,Biceps curl
33,[ 0.60290658  0.55253518 -0.20243855],[0.42398089 0.56905854 0.02703066],[ 0.63181031  0.82697755 -0.45341974],[ 0.38484722  0.79617959 -0.14907092],[ 0.59261042  0.60457164 -0.79164946],[ 0.34948245  0.60433769 -0.630436  ],[ 0.56591058  1.01350379 -0.06247386],[0.45453814 1.01332343 0.06357433],[ 0.58354396  1.39477921 -0.05004523],[0.47329503 1.40224922 0.14840057],[0.59149492 1.72286773 0.27602217],[0.48354238 1.72837472 0.40382931],33,30,Biceps curl
34,[ 0.60301834  0.55329716 -0.20314074],[0.4242529  0.56891209 0.02803823],[ 0.63185102  0.82664382 -0.47782576],[ 0.38485953  0.7965883  -0.15563376],[ 0.59282291  0.59554577 -0.84331131],[ 0.34916922  0.59585071 -0.65540028],[ 0.56611198  1.01348758 -0.06258748],[0.45469111 1.01437068 0.06372143],[ 0.58318049  1.3953048  -0.05018308],[0.47306693 1.40226257 0.14704053],[0.59046882 1.72331715 0.26659018],[0.48313096 1.72844017 0.40414301],34,30,Biceps curl
35,[ 0.60264498  0.55869967 -0.19119614],[0.42328995 0.56876934 0.02729169],[ 0.63238853  0.82972848 -0.47759572],[ 0.3846629   0.79738474 -0.16017996],[ 0.59304678  0.59768975 -0.86270738],[ 0.34891674  0.59581035 -0.66457766],[ 0.56548846  1.01426899 -0.06200672],[0.45382649 1.01613796 0.06316672],[ 0.58130419  1.40011811 -0.03852527],[0.47055185 1.40611649 0.1488736 ],[0.58907098 1.72905123 0.26367402],[0.48039234 1.73279023 0.39524654],35,30,Biceps curl
36,[ 0.60271984  0.55953032 -0.19519238],[0.42349851 0.56913608 0.03519573],[ 0.6322878   0.83142674 -0.50540155],[ 0.38478482  0.79847485 -0.14120865],[ 0.5929727   0.5963074  -0.90688348],[ 0.34845576  0.59862143 -0.63948697],[ 0.56510621  1.01513231 -0.06997418],[0.45323339 1.01637268 0.07112233],[ 0.57785285  1.40049422 -0.0670745 ],[0.46891558 1.40613115 0.15201966],[0.5856756  1.72927868 0.21025221],[0.47804272 1.73283494 0.39668873],36,30,Biceps curl
37,[ 0.60273331  0.55827701 -0.19542485],[0.42364118 0.5701955  0.03505605],[ 0.63232064  0.83164912 -0.50790918],[ 0.38483378  0.79886639 -0.1414568 ],[ 0.59609854  0.58369249 -0.88877875],[ 0.34586275  0.60020018 -0.63803744],[ 0.56544423  1.01577699 -0.07043948],[0.45277521 1.01646173 0.0716322 ],[ 0.57787931  1.40029728 -0.06578907],[0.46871588 1.40600193 0.20537117],[0.58593833 1.73051274 0.21076289],[0.47784388 1.73286033 0.46767581],37,30,Biceps curl
38,[ 0.60283095  0.55709738 -0.20095649],[0.42438897 0.57062197 0.03636718],[ 0.63243604  0.83280998 -0.5096643 ],[ 0.3856988   0.79888058 -0.14365673],[ 0.59608251  0.58678538 -0.89193916],[ 0.34500837  0.60326338 -0.66407043],[ 0.56518912  1.01588881 -0.07110705],[0.45175469 1.01597607 0.07234602],[ 0.57533062  1.40002584 -0.0635221 ],[0.46446273 1.40483534 0.21056615],[0.58175093 1.73082757 0.21755509],[0.47223562 1.73163605 0.48189127],38,30,Biceps curl
39,[ 0.60286218  0.55523783 -0.20172666],[0.42449492 0.5705682  0.0351619 ],[ 0.63248605  0.83140731 -0.50427407],[ 0.38618267  0.80014789 -0.15208861],[ 0.59575629  0.59063995 -0.89790761],[ 0.34553331  0.61524689 -0.67372245],[ 0.56395555  1.01577413 -0.07147505],[0.44983152 1.01550961 0.07270694],[ 0.57245392  1.39916122 -0.06283132],[0.46103016 1.40390372 0.21532542],[0.5784604  1.73070109 0.2304489 ],[0.4686659  1.72948456 0.50728482],39,30,Biceps curl
40,[ 0.60278618  0.55346578 -0.20103288],[0.4249202  0.57107705 0.03066411],[ 0.63604099  0.83107543 -0.50121433],[ 0.38711935  0.8007099  -0.15978341],[ 0.60144252  0.59102219 -0.90628213],[ 0.34353009  0.62125546 -0.68996948],[ 0.56394106  1.01504135 -0.07311426],[0.44945556 1.01414979 0.0743278 ],[ 0.57256609  1.39857352 -0.06499557],[0.46132612 1.40385056 0.22510689],[0.57865542 1.73047853 0.23241679],[0.46870703 1.72899556 0.53223836],40,30,Biceps curl
41,[ 0.60338551  0.54991204 -0.19598824],[0.42693421 0.57103616 0.03099742],[ 0.63817877  0.83089674 -0.49929905],[ 0.38919562  0.80512273 -0.15364702],[ 0.59961468  0.62099612 -0.9553991 ],[ 0.34313592  0.63067174 -0.70552677],[ 0.56389153  1.01478601 -0.07502581],[0.44907835 1.01358199 0.07616422],[ 0.57250518  1.39817512 -0.09363398],[0.4615531  1.40382671 0.21651368],[0.57876754 1.72691953 0.25027981],[0.46876511 1.72678483 0.55940139],41,30,Biceps curl
42,[ 0.60514027  0.54941583 -0.19455437],[0.43039516 0.56925339 0.02572865],[ 0.64134967  0.83395475 -0.49832848],[ 0.39194676  0.8057431  -0.16130657],[ 0.60300392  0.65671837 -0.97586191],[ 0.3431986   0.64471799 -0.72033864],[ 0.56389338  1.0150367  -0.07552399],[0.44909495 1.01370716 0.07669006],[ 0.57259965  1.39867318 -0.09758726],[0.461703   1.40474021 0.22019793],[0.57886446 1.72718441 0.25279075],[0.46886542 1.72705269 0.57463527],42,30,Biceps curl
43,[ 0.60534483  0.54840237 -0.21950859],[0.43694296 0.5633651  0.03346419],[ 0.63829762  0.82408267 -0.49810955],[ 0.39616314  0.80248904 -0.11294975],[ 0.59271777  0.6991837  -0.94847876],[ 0.34085295  0.65460914 -0.69422507],[ 0.56052011  1.01477158 -0.08740767],[0.4491035  1.01195431 0.08855968],[ 0.56834906  1.39608121 -0.1116444 ],[0.46109933 1.40147245 0.23711686],[0.57410473 1.72112012 0.23576491],[0.46827072 1.72100949 0.58665252],43,30,Biceps curl
44,[ 0.60572356  0.54766411 -0.23984081],[0.43898353 0.56182635 0.03348829],[ 0.63388938  0.8199001  -0.51057702],[ 0.40363604  0.80139041 -0.09413482],[ 0.59209269  0.71322793 -0.97488284],[ 0.340103    0.67324299 -0.66579467],[ 0.55951023  1.0147444  -0.09566565],[0.4497081  1.01079106 0.09685218],[ 0.56831336  1.39525676 -0.11839506],[0.46140549 1.39884818 0.24474138],[0.57406259 1.71558142 0.24001712],[0.46923694 1.71319795 0.61434001],44,30,Biceps curl
45,[ 0.60647404  0.54733461 -0.27973408],[0.44164249 0.55498648 0.06682874],[ 0.63306981  0.80347186 -0.55744147],[0.40846649 0.7835716  0.09303753],[ 0.57730657  0.73903853 -1.03087306],[ 0.33028507  0.69286436 -0.3159897 ],[ 0.55775219  1.01418257 -0.11410525],[0.45041984 1.00729311 0.11525738],[ 0.5654884   1.39292812 -0.11862483],[0.46143457 1.39039648 0.23538989],[0.56974405 1.70892596 0.27111614],[0.46928158 1.7045548  0.57640392],45,30,Biceps curl
46,[ 0.60789281  0.54503721 -0.26236394],[0.44418123 0.55178559 0.10394481],[ 0.63328308  0.7838192  -0.5379048 ],[0.41028205 0.77934903 0.19611306],[ 0.56731659  0.75822192 -1.00503695],[ 0.32112935  0.70859951 -0.12562411],[ 0.55616474  1.01371884 -0.12028006],[0.45010293 1.00153589 0.12155374],[ 0.56198996  1.39122558 -0.12977125],[0.46059003 1.38603318 0.23091848],[0.56391966 1.70766473 0.26013285],[0.46676177 1.70354235 0.57349294],46,30,Biceps curl
47,[ 0.60830384  0.54119956 -0.26029837],[0.4479298  0.55102283 0.12198529],[ 0.63259196  0.7811802  -0.50975108],[0.4129571  0.77635682 0.25390348],[ 0.56556857  0.77180839 -0.96284467],[ 0.31493932  0.71666008 -0.02533001],[ 0.55354798  1.01168203 -0.12401995],[0.45016131 0.99863249 0.12518129],[ 0.55886996  1.38903821 -0.14104646],[0.46189088 1.37840962 0.18928719],[0.56189263 1.70545089 0.22624534],[0.46680516 1.70162129 0.46337444],47,30,Biceps curl
48,[ 0.61089528  0.541026   -0.27235934],[0.44885391 0.55072945 0.10730997],[ 0.63353258  0.78262025 -0.51048905],[0.41504556 0.77748317 0.15088983],[ 0.56369567  0.78777182 -0.94822663],[ 0.31726408  0.74052244 -0.24458934],[ 0.55391091  1.01080596 -0.12089454],[0.4500168  0.99464452 0.12214918],[ 0.55977803  1.38885522 -0.08414539],[0.46226105 1.3786391  0.21890117],[0.56322396 1.7044214  0.32015505],[0.46659687 1.70235956 0.52769196],48,30,Biceps curl
49,[ 0.61203653  0.54251319 -0.26534355],[0.44888356 0.54997718 0.10167745],[ 0.63802165  0.78822988 -0.46776137],[0.41407916 0.7766909  0.13783579],[ 0.56623834  0.81732804 -0.86114395],[ 0.3198061   0.75526351 -0.27247554],[ 0.55410153  1.0089829  -0.11685557],[0.4494026  0.98775756 0.11808132],[ 0.55996633  1.38887548 -0.0813989 ],[0.45978481 1.37782335 0.20005624],[0.56241989 1.70270705 0.33035889],[0.46065205 1.70147562 0.50222415],49,30,Biceps curl
50,[ 0.6121431   0.54298413 -0.26116496],[0.45055434 0.55004853 0.09861472],[ 0.63612467  0.79628617 -0.42268798],[0.41723412 0.77745956 0.13090645],[ 0.566248    0.83485007 -0.79133189],[ 0.32449383  0.78076071 -0.25747517],[ 0.55444062  1.00634468 -0.1159796 ],[0.45043433 0.98150206 0.11733644],[ 0.56353199  1.3886354  -0.08296298],[0.46118146 1.37837148 0.17745011],[0.56534982 1.70191348 0.33696952],[0.46112067 1.70185983 0.46766225],50,30,Biceps curl
51,[ 0.61265641  0.54372931 -0.25884068],[0.45163244 0.55048406 0.10017385],[ 0.63440865  0.8110224  -0.43911833],[0.41803774 0.78125125 0.17845081],[ 0.56734955  0.84498453 -0.8408801 ],[ 0.32796553  0.80246037 -0.19064365],[ 0.55679786  1.00690448 -0.11505808],[0.45235822 0.98312885 0.11621026],[ 0.56644863  1.39103925 -0.09964629],[0.46141398 1.38204634 0.12695342],[0.56555188 1.70446539 0.31424907],[0.46137604 1.70991158 0.39252964],51,30,Biceps curl
