,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,frame_id,video_id,exercise_label
10,[ 0.5652622   0.11020153 -0.27736101],[ 0.43612224  0.06838557 -0.3793129 ],[ 0.57250601  0.27860275 -0.15980506],[ 0.42107448  0.24368854 -0.31695813],[ 0.58832544  0.41282848 -0.27530348],[ 0.41650864  0.38288561 -0.42696849],[0.52578944 0.39769444 0.04451112],[ 0.45480889  0.39343289 -0.04451998],[ 0.5317654   0.62362653 -0.01447609],[ 0.45284149  0.62732178 -0.09229443],[0.53421754 0.84283268 0.21955913],[0.4600611  0.84538347 0.12280261],10,0,Deadlift
11,[ 0.56648123  0.11381551 -0.26126361],[ 0.43624309  0.07297377 -0.36418974],[ 0.57277626  0.28216329 -0.14701274],[ 0.42052919  0.25192574 -0.30196601],[ 0.5880022   0.41927856 -0.26565549],[ 0.4147625   0.39436394 -0.41221428],[0.52402955 0.40073869 0.04436084],[ 0.45386785  0.39589819 -0.04437998],[ 0.53178936  0.62504399 -0.01313408],[ 0.45267326  0.62786829 -0.09594384],[0.53418428 0.8442775  0.20909567],[0.45963851 0.84698665 0.10605659],11,0,Deadlift
12,[ 0.56676728  0.11936066 -0.24558358],[ 0.43634716  0.0788668  -0.33700055],[ 0.57283777  0.28619751 -0.12702277],[ 0.42009136  0.25767443 -0.27245492],[ 0.58796716  0.42306933 -0.23856194],[ 0.41387388  0.40086406 -0.37673625],[0.52207989 0.40441355 0.04282401],[ 0.45306218  0.39882126 -0.0428679 ],[ 0.53226602  0.62387753 -0.02656075],[ 0.45131809  0.62840647 -0.10838719],[0.53433198 0.84440953 0.17886952],[0.45929474 0.84849048 0.08630445],12,0,Deadlift
13,[ 0.56780416  0.12468387 -0.25031203],[ 0.43661439  0.08297013 -0.34706071],[ 0.57317126  0.29209921 -0.13369006],[ 0.41939834  0.2622577  -0.28352305],[ 0.58741134  0.42985073 -0.24745616],[ 0.41239676  0.40971294 -0.38855991],[0.52080864 0.40652499 0.04268705],[ 0.45248809  0.4008466  -0.04272837],[ 0.53280222  0.62387598 -0.03210937],[ 0.45040312  0.6287154  -0.11914522],[0.5342961  0.84562612 0.17601319],[0.45869353 0.84978586 0.07955875],13,0,Deadlift
14,[ 0.56805837  0.12699848 -0.24924625],[ 0.43666115  0.08661414 -0.34195098],[ 0.57344663  0.29419896 -0.13465539],[ 0.41892955  0.26445439 -0.27772093],[ 0.58720869  0.43058437 -0.24812707],[ 0.41230837  0.41094878 -0.3842068 ],[0.52040112 0.40948331 0.04114774],[ 0.45216244  0.40396714 -0.04118453],[ 0.53319049  0.62296677 -0.05276519],[ 0.45038319  0.62873429 -0.15687937],[0.53423178 0.84825158 0.14866024],[0.45824727 0.85067803 0.0328422 ],14,0,Deadlift
15,[ 0.56876719  0.13341562 -0.24825349],[ 0.436768    0.09007033 -0.34298924],[ 0.57398146  0.29935241 -0.13708057],[ 0.41882506  0.26792774 -0.28563264],[ 0.58687973  0.43513605 -0.25155506],[ 0.41241616  0.41574419 -0.39315096],[0.51978296 0.41132569 0.04099068],[ 0.45179108  0.40634564 -0.04101915],[ 0.53364182  0.6219936  -0.07256616],[ 0.45017064  0.62906754 -0.17449647],[0.5337919  0.84918743 0.13512273],[0.45824736 0.85093743 0.01840581],15,0,Deadlift
16,[ 0.56998008  0.14114891 -0.26051933],[ 0.43679425  0.0969566  -0.3462612 ],[ 0.57445157  0.30515459 -0.15788621],[ 0.41862959  0.27297109 -0.28826237],[ 0.58687937  0.44368145 -0.26937392],[ 0.41227233  0.42062026 -0.39354751],[0.51964939 0.41294912 0.04027761],[ 0.45160121  0.40869004 -0.04028583],[ 0.53362334  0.62154597 -0.08826771],[ 0.45025685  0.6286816  -0.1908904 ],[0.53313363 0.85095704 0.11594822],[ 4.58223224e-01  8.51323128e-01 -6.70698064e-04],16,0,Deadlift
17,[ 0.57086372  0.14877494 -0.26215902],[ 0.43679956  0.10389228 -0.34619305],[ 0.57456213  0.31199595 -0.1722744 ],[ 0.41853234  0.28250933 -0.29744259],[ 0.58677471  0.45221779 -0.28826821],[ 0.41238147  0.43015206 -0.40234014],[0.51950473 0.41710019 0.03726053],[ 0.45150056  0.4133411  -0.03727455],[ 0.53366542  0.62180811 -0.12109888],[ 0.4502154   0.62874585 -0.21255092],[0.53279322 0.85169858 0.09092832],[ 0.4582409   0.85237008 -0.00943325],17,0,Deadlift
18,[ 0.57114273  0.15520744 -0.24250123],[ 0.43673047  0.11189897 -0.34036386],[ 0.57460636  0.31984881 -0.16222505],[ 0.41850987  0.29131997 -0.29597577],[ 0.58680153  0.45939291 -0.27993762],[ 0.41202611  0.43964607 -0.40301046],[0.5191831  0.42265975 0.03731401],[ 0.45110601  0.41809219 -0.03732355],[ 0.53443944  0.62247568 -0.09418451],[ 0.45027283  0.62877274 -0.24032378],[0.53277993 0.85157132 0.10736716],[ 0.45825452  0.85286176 -0.02675211],18,0,Deadlift
19,[ 0.57127827  0.15665056 -0.25116146],[ 0.43670025  0.11440717 -0.35538286],[ 0.57485211  0.32125258 -0.16741078],[ 0.41843656  0.29326731 -0.31615546],[ 0.58680665  0.46109086 -0.28856447],[ 0.41140994  0.44241121 -0.42340186],[0.51902658 0.4221535  0.03742924],[ 0.45101461  0.41879866 -0.03744031],[ 0.53470206  0.62267172 -0.09385327],[ 0.45031878  0.62895441 -0.21981269],[0.53276944 0.85148239 0.12980379],[ 0.45819488  0.85329044 -0.00792019],19,0,Deadlift
20,[ 0.57220608  0.16132729 -0.26289365],[ 0.43670124  0.12102927 -0.36416095],[ 0.57520849  0.32640487 -0.18954487],[ 0.41844398  0.30138123 -0.32920828],[ 0.58683968  0.46636868 -0.32267439],[ 0.41144899  0.45095161 -0.44163945],[0.51830971 0.42500466 0.03748807],[ 0.45029703  0.42100951 -0.03750055],[ 0.53509796  0.62570167 -0.09019794],[ 0.45013195  0.63009262 -0.25935215],[0.53286791 0.85109478 0.18163005],[ 0.45823658  0.85392725 -0.0222094 ],20,0,Deadlift
21,[ 0.57314843  0.17009123 -0.2782197 ],[ 0.43670246  0.12986265 -0.36831349],[ 0.57534724  0.33609596 -0.20266803],[ 0.41848028  0.31206036 -0.32380646],[ 0.58681899  0.47506177 -0.33189651],[ 0.4116388   0.46070728 -0.43190038],[0.51703519 0.42388019 0.03753803],[ 0.44857681  0.41973078 -0.03755141],[ 0.53517264  0.62564671 -0.11301315],[ 0.45015904  0.62881547 -0.29647586],[0.53304714 0.85074914 0.16318215],[ 0.45814639  0.85460615 -0.07600916],21,0,Deadlift
22,[ 0.57429618  0.17596993 -0.27885243],[ 0.43696067  0.13870075 -0.36577216],[ 0.57604134  0.34544668 -0.19719709],[ 0.41867206  0.32076386 -0.31758255],[ 0.58685756  0.48731175 -0.31387717],[ 0.41192168  0.47197738 -0.42061889],[0.51699466 0.42346296 0.03705515],[ 0.44856042  0.41901901 -0.03708693],[ 0.5351584   0.62574482 -0.12587099],[ 0.45017073  0.62772405 -0.2915245 ],[0.53318256 0.85081279 0.12780978],[ 0.45775941  0.8546325  -0.082775  ],22,0,Deadlift
23,[ 0.57546389  0.18412127 -0.3059983 ],[ 0.43705598  0.14939812 -0.39232832],[ 0.57680678  0.35644084 -0.22752884],[ 0.41884628  0.32933208 -0.34379211],[ 0.58706725  0.49924046 -0.34007728],[ 0.41194257  0.48431402 -0.43771765],[0.51700979 0.42339253 0.036259  ],[ 0.44862047  0.41900671 -0.03629262],[ 0.53521049  0.62730306 -0.11030827],[ 0.45014235  0.62681729 -0.30820248],[0.53320861 0.85077459 0.16203304],[ 0.45771167  0.85460067 -0.08158486],23,0,Deadlift
24,[ 0.5759871   0.18687478 -0.31066173],[ 0.43706036  0.15212648 -0.39241141],[ 0.57708013  0.35813671 -0.23086323],[ 0.41886026  0.33156016 -0.34194598],[ 0.58708882  0.50053149 -0.34205693],[ 0.41195643  0.48775685 -0.43484029],[0.5170542  0.42334658 0.0339351 ],[ 0.44865531  0.41882986 -0.03396442],[ 0.5352695   0.62726527 -0.12796171],[ 0.44993761  0.62582779 -0.30577299],[0.53319955 0.85064024 0.14422838],[ 0.45774901  0.85444409 -0.078811  ],24,0,Deadlift
25,[ 0.57650959  0.19290224 -0.31663403],[ 0.43706176  0.16152614 -0.41388294],[ 0.57728833  0.36410278 -0.23381782],[ 0.41895202  0.33926722 -0.37256306],[ 0.58713794  0.5098834  -0.33750015],[ 0.411856    0.49485642 -0.45900267],[0.51712406 0.42306381 0.03393219],[ 0.44864252  0.41868204 -0.03396185],[ 0.53526431  0.62806207 -0.119123  ],[ 0.44983152  0.62548488 -0.29987732],[0.53359586 0.85040319 0.14770454],[ 0.45807883  0.85457665 -0.07108982],25,0,Deadlift
26,[ 0.57703424  0.20155172 -0.34784374],[ 0.43714607  0.17141853 -0.43058652],[ 0.57782936  0.37048391 -0.26174715],[ 0.41903019  0.35190055 -0.3808296 ],[ 0.58740765  0.52121615 -0.35651296],[ 0.4118816   0.50546378 -0.46427125],[0.51713836 0.42282972 0.03164843],[ 0.4486683   0.41854569 -0.03170126],[ 0.53515458  0.63034052 -0.11622726],[ 0.44899181  0.62569785 -0.29716006],[0.53388441 0.85004759 0.1371976 ],[ 0.45842502  0.85465735 -0.06475917],26,0,Deadlift
27,[ 0.57767993  0.21006916 -0.34119061],[ 0.43713659  0.18005092 -0.41838279],[ 0.57825005  0.37709978 -0.25496009],[ 0.41933861  0.35840255 -0.36635217],[ 0.58817935  0.52836013 -0.34616053],[ 0.41186717  0.5098772  -0.45329332],[0.51755989 0.42430016 0.02943579],[ 0.44869673  0.4199813  -0.02952747],[ 0.53553951  0.63023663 -0.15704125],[ 0.44876117  0.62576145 -0.28030908],[0.53430021 0.85026032 0.09015378],[ 0.45897087  0.85468626 -0.04558581],27,0,Deadlift
28,[ 0.57828373  0.21851045 -0.34402213],[ 0.43734273  0.19184656 -0.43708608],[ 0.57902133  0.38492844 -0.25751317],[ 0.41968891  0.3729116  -0.39725754],[ 0.58831817  0.53884614 -0.34467548],[ 0.41197696  0.52343589 -0.47955617],[0.51763177 0.42409024 0.02967274],[ 0.44871882  0.41981214 -0.02975622],[ 0.5357058   0.6314252  -0.18457966],[ 0.44830319  0.62678039 -0.27424696],[0.53489792 0.85237008 0.02562224],[ 0.46004269  0.85606754 -0.04559172],28,0,Deadlift
29,[ 0.57895005  0.21989188 -0.34590709],[ 0.43736678  0.19432519 -0.4329516 ],[ 0.57940263  0.38824746 -0.26084343],[ 0.4198103   0.37688172 -0.39062488],[ 0.58847976  0.54157192 -0.34741744],[ 0.41226882  0.52663088 -0.47218606],[0.51867718 0.4243359  0.02825092],[ 0.4490082   0.42001075 -0.02830058],[ 0.53580719  0.63036132 -0.21789692],[ 0.44825649  0.62594175 -0.28848261],[ 0.53507763  0.85347772 -0.00967856],[ 0.46021861  0.85604852 -0.06116931],29,0,Deadlift
30,[ 0.57938641  0.22643545 -0.35897583],[ 0.43781224  0.20111029 -0.4496575 ],[ 0.58008492  0.39336276 -0.27740043],[ 0.42003551  0.38764745 -0.4134956 ],[ 0.58847904  0.54865158 -0.35854462],[ 0.41303653  0.54180169 -0.49139184],[0.51895386 0.42488033 0.02786581],[ 0.44937584  0.42118645 -0.02790884],[ 0.53574264  0.63105017 -0.18812682],[ 0.44814855  0.62598556 -0.28447503],[0.53571773 0.85403866 0.00735514],[ 0.46060148  0.85618651 -0.05762939],30,0,Deadlift
31,[ 0.58028972  0.23809017 -0.37240437],[ 0.43807933  0.21378103 -0.44956505],[ 0.58099264  0.40464121 -0.2985588 ],[ 0.42001662  0.39991164 -0.41682214],[ 0.58874011  0.55635595 -0.3878212 ],[ 0.41387874  0.54994291 -0.50564408],[0.51968837 0.42493221 0.02654334],[ 0.44962069  0.42119032 -0.02648406],[ 0.53563297  0.62054253 -0.2813651 ],[ 0.44856361  0.61749858 -0.35577855],[ 0.53570938  0.85468453 -0.0872964 ],[ 0.4608058   0.85617572 -0.13816087],31,0,Deadlift
32,[ 0.58139288  0.25030193 -0.37305015],[ 0.43833834  0.22339728 -0.45562586],[ 0.58210486  0.41805404 -0.31993315],[ 0.42073533  0.41029012 -0.44490856],[ 0.59008449  0.56688386 -0.43048289],[ 0.41600555  0.55838096 -0.5468204 ],[0.51974648 0.42537582 0.02688552],[ 0.44957542  0.42330146 -0.02682551],[ 0.53755975  0.61191595 -0.34261751],[ 0.44932875  0.61526632 -0.40403354],[ 0.5360257   0.85519665 -0.14539927],[ 0.46120757  0.85713255 -0.18599717],32,0,Deadlift
33,[ 0.58239806  0.25906196 -0.38376766],[ 0.43844005  0.23533486 -0.47317329],[ 0.58377308  0.43070489 -0.34054011],[ 0.42189154  0.41882479 -0.47163546],[ 0.59084111  0.57933646 -0.46121752],[ 0.4174355  0.5677436 -0.5804441],[0.51989812 0.42726621 0.02699523],[ 0.44932213  0.42596859 -0.02687721],[ 0.54157507  0.60887843 -0.36084592],[ 0.44992098  0.61068934 -0.43919626],[ 0.53668344  0.85642827 -0.14870852],[ 0.46139726  0.85973978 -0.20553936],33,0,Deadlift
34,[ 0.58312809  0.26179111 -0.38371864],[ 0.43835753  0.23731525 -0.47733927],[ 0.58426476  0.43227828 -0.33150998],[ 0.42266586  0.4196659  -0.46845299],[ 0.59230542  0.58328897 -0.44735688],[ 0.41874081  0.57045925 -0.57514447],[0.51998693 0.4294093  0.02704186],[ 0.4489893   0.42747977 -0.02693146],[ 0.54306388  0.60835391 -0.35611585],[ 0.44991744  0.61099976 -0.43880075],[ 0.53684175  0.8580786  -0.12844902],[ 0.46138051  0.8605299  -0.19108586],34,0,Deadlift
35,[ 0.58376795  0.27104023 -0.39425096],[ 0.43846267  0.24568766 -0.48965451],[ 0.58561999  0.4433676  -0.34677055],[ 0.42290407  0.42274064 -0.4853698 ],[ 0.59364927  0.59410632 -0.47071028],[ 0.41950473  0.57195765 -0.59824002],[0.52025247 0.43099901 0.02701107],[ 0.44890296  0.42837003 -0.02687894],[ 0.54267108  0.60655028 -0.36726615],[ 0.44980845  0.61123061 -0.42674059],[ 0.53690207  0.85981804 -0.14863755],[ 0.46130782  0.86175859 -0.18633887],35,0,Deadlift
36,[ 0.58368081  0.27931643 -0.40650341],[ 0.43864214  0.25667423 -0.49537864],[ 0.58719516  0.45132515 -0.3641912 ],[ 0.42287838  0.43560475 -0.487477  ],[ 0.59397876  0.60617095 -0.48568031],[ 0.41994065  0.58649737 -0.59561151],[0.52085984 0.43510631 0.02709315],[ 0.44886896  0.43178928 -0.02694135],[ 0.5440017   0.60486275 -0.38272092],[ 0.45150328  0.61077738 -0.44576329],[ 0.53698957  0.86018062 -0.16507472],[ 0.46122721  0.86285239 -0.21028575],36,0,Deadlift
37,[ 0.58384448  0.29290429 -0.40862527],[ 0.4390457   0.26972347 -0.493866  ],[ 0.58868515  0.46467474 -0.36937824],[ 0.42284793  0.45009935 -0.4828231 ],[ 0.59582502  0.6230194  -0.48965159],[ 0.41978264  0.60353667 -0.58848679],[0.52189565 0.4453772  0.02650291],[ 0.44899404  0.44268346 -0.02629857],[ 0.54623371  0.60600173 -0.40063265],[ 0.45150408  0.61365944 -0.46349901],[ 0.53763062  0.8623032  -0.16675897],[ 0.46091735  0.86608261 -0.20918727],37,0,Deadlift
38,[ 0.58444047  0.30167779 -0.41339982],[ 0.43952721  0.27910918 -0.4977273 ],[ 0.59009796  0.47417325 -0.37807652],[ 0.42284343  0.45982528 -0.48858431],[ 0.59609741  0.62991786 -0.50363463],[ 0.42040986  0.60767007 -0.59946293],[0.52380884 0.44934067 0.02628165],[ 0.44999346  0.44487536 -0.02605253],[ 0.54955226  0.60665405 -0.40806887],[ 0.45249993  0.61604106 -0.46512586],[ 0.53909719  0.86376894 -0.16029643],[ 0.46083781  0.86833453 -0.20439352],38,0,Deadlift
39,[ 0.58458364  0.30348077 -0.41064554],[ 0.43955109  0.28171542 -0.48921892],[ 0.59052873  0.47500598 -0.37476209],[ 0.42289159  0.45974371 -0.47637159],[ 0.59672737  0.63099343 -0.49564558],[ 0.42112702  0.60519612 -0.58243585],[0.52409059 0.44998851 0.02493491],[ 0.45050463  0.44539288 -0.02467843],[ 0.55056453  0.6072253  -0.39624426],[ 0.4528096   0.61746782 -0.44504464],[ 0.5399726   0.86376727 -0.16108693],[ 0.46077242  0.86907411 -0.19727062],39,0,Deadlift
40,[ 0.58490109  0.30999863 -0.41537246],[ 0.44035277  0.28724998 -0.50284934],[ 0.5905478   0.48023924 -0.37167162],[ 0.42292738  0.46909547 -0.48683515],[ 0.59710586  0.63750339 -0.48426896],[ 0.41946489  0.62629789 -0.5859068 ],[0.52442324 0.45347959 0.02500905],[ 0.45171893  0.44996536 -0.02477963],[ 0.5517329   0.60750741 -0.38620728],[ 0.45275497  0.61858189 -0.45115879],[ 0.54068857  0.86359489 -0.14253993],[ 0.4607771   0.87190324 -0.19073693],40,0,Deadlift
41,[ 0.58561927  0.31618363 -0.40832698],[ 0.44109717  0.29559848 -0.49638948],[ 0.59085071  0.48592958 -0.36574131],[ 0.42360103  0.47813162 -0.48067513],[ 0.59695834  0.64694685 -0.47647321],[ 0.41894245  0.63850272 -0.57911104],[0.52604908 0.4619559  0.02552408],[ 0.45319501  0.45474446 -0.02526259],[ 0.5538103   0.60864145 -0.38669294],[ 0.45238793  0.61850286 -0.46363086],[ 0.54130131  0.86346501 -0.13603258],[ 0.46165213  0.87683344 -0.1953295 ],41,0,Deadlift
42,[ 0.58646762  0.32417089 -0.40978834],[ 0.44132435  0.30503327 -0.49412122],[ 0.59131706  0.49143371 -0.37229192],[ 0.42469135  0.48622888 -0.48069841],[ 0.59684521  0.65486413 -0.47996727],[ 0.41882554  0.6493299  -0.57651013],[0.52714837 0.4667879  0.02423119],[ 0.45438582  0.45780912 -0.02396191],[ 0.5549143   0.61040366 -0.39543074],[ 0.45138595  0.62043697 -0.46383926],[ 0.54186755  0.86380285 -0.13809654],[ 0.46198013  0.8796733  -0.19205379],42,0,Deadlift
43,[ 0.58706492  0.33203965 -0.4189342 ],[ 0.44181329  0.31109369 -0.49606344],[ 0.59182334  0.49876806 -0.38211289],[ 0.42497283  0.49062517 -0.48247644],[ 0.59734875  0.66056216 -0.48871937],[ 0.41888231  0.65565205 -0.57709771],[0.52861094 0.47313935 0.02119974],[ 0.45599955  0.46214536 -0.02092451],[ 0.55474508  0.61138803 -0.39932963],[ 0.45092738  0.62608558 -0.45413274],[ 0.54207313  0.86549556 -0.14639102],[ 0.46296433  0.88272655 -0.19092862],43,0,Deadlift
44,[ 0.5872736   0.33325109 -0.41361779],[ 0.44209135  0.31250721 -0.49438938],[ 0.59240776  0.50034469 -0.37379161],[ 0.42525384  0.49367777 -0.48089087],[ 0.59733516  0.66364902 -0.48359394],[ 0.41844884  0.66153669 -0.57621562],[0.52859545 0.47676918 0.02141547],[ 0.45641571  0.46646032 -0.02114945],[ 0.55546075  0.61132461 -0.39702904],[ 0.44995821  0.62805474 -0.45815369],[ 0.54246336  0.86618644 -0.14112623],[ 0.46331984  0.88249213 -0.18967697],44,0,Deadlift
45,[ 0.58798039  0.33931708 -0.41734251],[ 0.4422076   0.31961355 -0.49569324],[ 0.59258938  0.50752491 -0.38093814],[ 0.42566642  0.50297928 -0.48405734],[ 0.59863108  0.66671777 -0.48524991],[ 0.41834921  0.67096192 -0.57669717],[0.52974689 0.4819012  0.01989066],[ 0.4576894   0.47190949 -0.01963524],[ 0.55602556  0.61225426 -0.41136453],[ 0.44830602  0.62934154 -0.46390882],[ 0.54256082  0.86731094 -0.14162543],[ 0.4638128   0.88185513 -0.18049444],45,0,Deadlift
46,[ 0.58840674  0.34876618 -0.41898263],[ 0.44208953  0.32948515 -0.49722829],[ 0.59270096  0.51546764 -0.3789115 ],[ 0.42606774  0.51396465 -0.48521402],[ 0.59899801  0.67409527 -0.48201245],[ 0.41825277  0.68077862 -0.57594115],[0.53140634 0.49116534 0.01969607],[ 0.45850858  0.48151472 -0.01944516],[ 0.55694544  0.62062782 -0.41984147],[ 0.44242099  0.6380837  -0.46274269],[ 0.54338104  0.86788511 -0.14019519],[ 0.46439388  0.88255268 -0.17445116],46,0,Deadlift
47,[ 0.58887017  0.35467356 -0.39330569],[ 0.44204456  0.33645263 -0.45079798],[ 0.59297055  0.52173734 -0.36238521],[ 0.42618951  0.52032715 -0.43203369],[ 0.60038763  0.68263018 -0.4486191 ],[ 0.41810781  0.68916464 -0.5033437 ],[0.53267825 0.49786088 0.01609904],[ 0.45899087  0.48888308 -0.01588144],[ 0.55686492  0.61910409 -0.43032697],[ 0.44271645  0.63752389 -0.45972347],[ 0.54327452  0.8635515  -0.14248429],[ 0.46571094  0.88129252 -0.17490992],47,0,Deadlift
48,[ 0.58942538  0.36284083 -0.3875474 ],[ 0.44203106  0.34459186 -0.43875644],[ 0.59338081  0.53034228 -0.36246145],[ 0.42609167  0.52994192 -0.4253282 ],[ 0.6010021   0.68948036 -0.45144531],[ 0.4173862   0.69640642 -0.49571463],[0.53409034 0.50607145 0.0154752 ],[ 0.45999652  0.49765518 -0.01526657],[ 0.55679327  0.61765379 -0.43923795],[ 0.44303498  0.63598758 -0.47699842],[ 0.5420875   0.85418153 -0.14228033],[ 0.46566704  0.87010658 -0.1752719 ],48,0,Deadlift
49,[ 0.58966339  0.36497149 -0.37728354],[ 0.44235671  0.34545565 -0.43934891],[ 0.59370834  0.53161776 -0.36173826],[ 0.42570803  0.52890396 -0.43332538],[ 0.60191137  0.69088376 -0.45126849],[ 0.41636547  0.69763148 -0.51089758],[0.53417557 0.51046336 0.01466111],[ 0.46072456  0.50367361 -0.01448553],[ 0.55705577  0.61718786 -0.46740749],[ 0.4437694   0.63501281 -0.51697427],[ 0.54213536  0.84241498 -0.13611752],[ 0.46235135  0.83172601 -0.16771817],49,0,Deadlift
