,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,frame_id,video_id,exercise_label
10,[0.4006831  0.47813094 0.00586054],[0.62016076 0.48340562 0.08197792],[0.22180824 0.50063545 0.1383024 ],[0.81413209 0.50158477 0.26580846],[0.28183639 0.61407161 0.48559994],[0.73233372 0.58206731 0.66225129],[ 0.4477264   1.03538573 -0.07883827],[0.56489933 1.05652189 0.07816282],[0.48123986 0.88580173 0.13479993],[0.59441715 0.99648339 0.28590712],[0.5324505  0.98505408 0.35021791],[0.59175676 0.99315584 0.46244213],10,120,Push-up
11,[0.40074879 0.4778339  0.00308645],[0.62015289 0.48338613 0.07362852],[0.2220009  0.50061882 0.13089074],[0.81432521 0.50156879 0.26150745],[0.28140745 0.61389536 0.4838379 ],[0.73285598 0.57999039 0.65215087],[ 0.44788608  1.03849626 -0.07377441],[0.56572646 1.06630671 0.07310227],[0.47948572 0.88384718 0.11970119],[0.59745884 0.99552453 0.26578322],[0.52802008 0.9840731  0.32117435],[0.59126318 0.99377632 0.42543441],11,120,Push-up
12,[0.40080059 0.47783446 0.00305846],[0.62014484 0.48296627 0.06096078],[0.2217399  0.50080043 0.13101292],[0.81726038 0.50159681 0.25642943],[0.28148079 0.612104   0.47693866],[0.73240775 0.57668251 0.65063167],[ 0.44789326  1.04274428 -0.06554696],[0.5669688  1.07185566 0.06490424],[0.48054698 0.87752086 0.12735942],[0.60361516 0.98895401 0.2561188 ],[0.53097171 0.97565961 0.33637768],[0.59771603 0.97577196 0.44099659],12,120,Push-up
13,[0.40092936 0.47732669 0.02049611],[0.6208564  0.48152843 0.06284039],[0.22174224 0.50088519 0.14250025],[0.81931716 0.50190604 0.25793424],[0.28174445 0.61215425 0.47878885],[0.73265994 0.57735163 0.64122367],[ 0.44598538  1.04232442 -0.06037698],[0.56753308 1.07191885 0.0597829 ],[0.47906145 0.87574887 0.1192504 ],[0.60162437 0.99307841 0.23513147],[0.52740133 0.98158163 0.30291998],[0.59685612 0.98101556 0.40205663],13,120,Push-up
14,[0.40103373 0.47732449 0.03609771],[0.62160283 0.47970071 0.07244937],[0.22121607 0.50118679 0.15788165],[0.82083297 0.50240755 0.2684508 ],[0.28206739 0.61141068 0.49876615],[0.7324385  0.57744527 0.65947652],[ 0.4458918   1.04724407 -0.05624658],[0.56763321 1.07552242 0.05570158],[0.478273   0.90763265 0.07300287],[0.60107404 1.00985193 0.20427987],[0.52872819 1.05078638 0.22213691],[0.59591931 1.05508173 0.30625334],14,120,Push-up
15,[0.40107161 0.47881386 0.03012387],[0.62162095 0.47980341 0.06417233],[0.22063965 0.50133389 0.16080557],[0.82201213 0.50228876 0.26450568],[0.28208405 0.61117995 0.52088302],[0.73141789 0.57776934 0.66228622],[ 0.44175878  1.08386075 -0.05265084],[0.56790805 1.09170699 0.0520216 ],[0.47751576 0.91783822 0.09144153],[0.60067391 1.0324285  0.2139698 ],[0.52788472 1.07129359 0.25837818],[0.5780105  1.08549523 0.33084074],15,120,Push-up
16,[0.40110782 0.47844905 0.06338374],[0.62162399 0.47923481 0.07260792],[0.22028396 0.50150079 0.18931845],[0.82138658 0.50249702 0.27388585],[0.28270358 0.61200881 0.5280028 ],[0.72833627 0.57755399 0.67991138],[ 0.43987015  1.08690274 -0.04731073],[0.56796509 1.0904417  0.04674118],[0.47616631 0.91378945 0.07960923],[0.59981018 1.02623177 0.18949059],[0.52682054 1.06052089 0.22397713],[0.57830882 1.07049048 0.29433835],16,120,Push-up
17,[0.40111831 0.47828883 0.05046445],[0.62163448 0.47913671 0.06906974],[0.22024526 0.50223815 0.18067239],[0.82183319 0.50254923 0.27380654],[0.28259662 0.61384964 0.52610987],[0.72665334 0.57619953 0.68918985],[ 0.43842667  1.0919106  -0.04895042],[0.56793326 1.09258282 0.04840324],[0.47518301 0.9103725  0.08058724],[0.59964442 1.02502024 0.19476654],[0.52508509 1.05068612 0.24160475],[0.57891375 1.06364679 0.32156399],17,120,Push-up
18,[0.4009507  0.47790086 0.04692993],[0.62161118 0.47866631 0.06930461],[0.21978571 0.50272346 0.17774716],[0.82212096 0.50226438 0.27136582],[0.282601   0.61406589 0.51761174],[0.72666448 0.57609087 0.67030442],[ 0.43730977  1.09147692 -0.04866884],[0.56800342 1.09263384 0.04813049],[0.47505814 0.91055048 0.07973358],[0.60020351 1.02173269 0.18813141],[0.52455515 1.04925275 0.23008284],[0.57968616 1.05687511 0.3013604 ],18,120,Push-up
19,[0.40086049 0.47697657 0.04469435],[0.62174958 0.47806171 0.08340195],[0.21914102 0.50320417 0.17172137],[0.82204092 0.5021379  0.28330106],[0.28262681 0.61417234 0.51291496],[0.72639596 0.57761705 0.66974336],[ 0.43746153  1.09699464 -0.05851622],[0.56818616 1.0935508  0.05801441],[0.4749355  0.94743395 0.04860097],[0.59981185 1.02881145 0.20522237],[0.52607065 1.1000036  0.19875041],[0.57976526 1.092471   0.29987144],19,120,Push-up
20,[0.40082869 0.47604614 0.04433668],[0.62200457 0.47752488 0.08261345],[0.21896833 0.50349802 0.17016752],[0.82161826 0.50221139 0.28363195],[0.28233546 0.61444247 0.50215203],[0.72427267 0.57765579 0.67292255],[ 0.43724141  1.099738   -0.05852276],[0.56811225 1.09564912 0.05802152],[0.47072193 0.97119772 0.05174841],[0.59588546 1.04256809 0.1969541 ],[0.52135873 1.1300168  0.20247105],[0.57360923 1.11429358 0.29047111],20,120,Push-up
21,[0.40083519 0.47543278 0.05025624],[0.62217396 0.47703201 0.07525405],[0.21922772 0.50349057 0.1791124 ],[0.82139385 0.50267375 0.28066614],[0.28181678 0.61443585 0.50810087],[0.72403264 0.57770008 0.67299533],[ 0.43715933  1.10029531 -0.04925227],[0.56739914 1.09659791 0.04871128],[0.4633157  0.97304791 0.05967531],[0.58958358 1.04347456 0.17976664],[0.51762837 1.14158154 0.20510174],[0.56621933 1.13714039 0.26024911],21,120,Push-up
22,[0.4007169  0.47534096 0.0506291 ],[0.62229812 0.47674465 0.07122914],[0.21904634 0.50326937 0.17715544],[0.82122421 0.50390339 0.27935499],[0.28151613 0.61412227 0.50156796],[0.72427595 0.57741404 0.67005485],[ 0.43724087  1.10035717 -0.04617241],[0.56779468 1.09922385 0.04567152],[0.46180165 0.96219021 0.06608289],[0.58895534 1.04147327 0.17941445],[0.5145725  1.11929345 0.21693383],[0.56711406 1.11762357 0.26935178],22,120,Push-up
23,[0.40070084 0.47522491 0.04847511],[0.62235165 0.47634435 0.06968343],[0.21942577 0.50335425 0.18005878],[0.82117355 0.50455129 0.27796906],[0.28153428 0.61397886 0.51531041],[0.72492063 0.57747513 0.67339098],[ 0.43728626  1.1018517  -0.04665489],[0.56798655 1.10186446 0.04614261],[0.46193013 0.95555115 0.06711139],[0.58895361 1.03981316 0.1841096 ],[0.51461214 1.11859465 0.21384761],[0.56734741 1.12267506 0.26511851],23,120,Push-up
24,[0.40077987 0.4749305  0.05025824],[0.6225332 0.4741624 0.0616357],[0.21962826 0.50348502 0.18438473],[0.82109535 0.50460225 0.27753744],[0.28158915 0.61395526 0.52390575],[0.72518837 0.57752442 0.67740357],[ 0.43732831  1.10008729 -0.04161145],[0.56798226 1.10099614 0.04106392],[0.45757052 0.97996384 0.06910982],[0.58513623 1.05396652 0.17440949],[0.50932795 1.16232431 0.21029477],[0.54958934 1.16189396 0.24443121],24,120,Push-up
25,[0.40077436 0.47453019 0.04778086],[0.62272912 0.47274095 0.05828024],[0.21917798 0.50356001 0.18241838],[0.82103997 0.50493079 0.27723134],[0.28157565 0.61396849 0.52345383],[0.72575015 0.57756567 0.67881721],[ 0.43712348  1.09944034 -0.04178543],[0.56814098 1.1024034  0.04124061],[0.45533618 0.97281265 0.07054719],[0.58271009 1.05089438 0.18339792],[0.50934917 1.14372087 0.21991299],[0.55158687 1.14616585 0.27286413],25,120,Push-up
26,[0.40050942 0.47446695 0.04724446],[0.62299538 0.47058645 0.05907428],[0.2187755  0.50377929 0.1887421 ],[0.82110268 0.50683105 0.28553268],[0.28190395 0.61393207 0.54422939],[0.7268132  0.57764393 0.71628129],[ 0.43641406  1.09887946 -0.03992313],[0.5681746  1.10418224 0.03939633],[0.45320064 0.96724027 0.07253984],[0.58260036 1.04940224 0.1844447 ],[0.50883383 1.13581085 0.22649668],[0.55372447 1.14417994 0.27063271],26,120,Push-up
27,[0.39996001 0.47067371 0.06215377],[0.62299442 0.46517438 0.05937766],[0.21669318 0.50527066 0.20309013],[0.82168382 0.50905794 0.28372213],[0.28189743 0.61454272 0.54676217],[0.72731781 0.57831961 0.70304108],[ 0.43777192  1.07704926 -0.03552677],[0.56809914 1.10366416 0.03502635],[0.45109597 0.96828622 0.07270718],[0.58171266 1.06097007 0.1743345 ],[0.50824785 1.15070903 0.21723986],[0.55743068 1.16551185 0.24441861],27,120,Push-up
28,[0.39927617 0.46225724 0.07539995],[0.624134   0.45761806 0.10097431],[0.21378198 0.50575751 0.21747427],[0.82168496 0.51157862 0.32320139],[0.28188488 0.61500722 0.57624125],[0.73091656 0.58101642 0.73759812],[ 0.43893746  1.0639106  -0.04091292],[0.5682745  1.06499445 0.0404577 ],[0.44799533 0.96684629 0.06818457],[0.5798623  1.0661093  0.18728882],[0.50708187 1.15838063 0.22055329],[0.55890328 1.17229712 0.25827998],28,120,Push-up
29,[0.39867505 0.4575901  0.05058293],[0.62477136 0.4529984  0.09356674],[0.21229635 0.50746924 0.21247466],[0.82185036 0.51515037 0.33056653],[0.2809478  0.61499971 0.57762694],[0.73099297 0.58120751 0.78153419],[ 0.43744847  1.07062256 -0.04126395],[0.56827426 1.07098162 0.04079761],[0.44838226 0.96493328 0.06478125],[0.58357906 1.0626663  0.18285877],[0.51261318 1.15098727 0.2229659 ],[0.57673603 1.1678381  0.26678613],29,120,Push-up
30,[0.39747569 0.45008248 0.05582822],[0.62568718 0.44561496 0.0957151 ],[0.21208328 0.50793004 0.21698475],[0.82215923 0.5212096  0.34916776],[0.27968359 0.61530983 0.597112  ],[0.73211306 0.58361733 0.83325112],[ 0.43771261  1.06261969 -0.03775861],[0.56846148 1.05391657 0.03727268],[0.45065609 0.93842375 0.0771704 ],[0.59268343 1.03699136 0.18180493],[0.51419169 1.12616706 0.25899851],[0.59042394 1.14797997 0.2815178 ],30,120,Push-up
31,[0.3965756  0.44127744 0.0567768 ],[0.62704408 0.44012797 0.11773635],[0.21099588 0.51314557 0.22399344],[0.82217157 0.52337497 0.38354027],[0.2785579  0.61629593 0.63697201],[0.73588777 0.58996081 0.8760525 ],[ 0.43873325  1.05814576 -0.04168266],[0.56983817 1.04671264 0.04123937],[0.45098922 0.9299323  0.07159956],[0.59303474 1.03168118 0.18314959],[0.51630992 1.11754286 0.25565213],[0.59207755 1.14551222 0.29269299],31,120,Push-up
32,[0.39582998 0.43002933 0.05641401],[0.62949347 0.42914504 0.11240984],[0.21136381 0.51746362 0.23048821],[0.82075095 0.52671134 0.37859121],[0.27654356 0.61630905 0.65379131],[0.73662227 0.59229785 0.86559129],[ 0.4387635   1.0521307  -0.04182934],[0.56959212 1.04379439 0.04138317],[0.4481627  0.93044418 0.07742643],[0.59283435 1.03982735 0.18401964],[0.51231432 1.12685156 0.26743421],[0.58869809 1.16004169 0.30148965],32,120,Push-up
33,[0.39439422 0.41898912 0.08727735],[0.63061494 0.41543722 0.13113704],[0.21138337 0.5209229  0.261733  ],[0.82012039 0.52962238 0.39872128],[0.27392757 0.61461323 0.68576926],[0.73771435 0.59712923 0.88743174],[ 0.43873066  1.04726601 -0.0418901 ],[0.56957734 1.03929067 0.04142348],[0.4317908  0.96703851 0.09555898],[0.58700728 1.07580745 0.19823995],[0.49199778 1.16066527 0.30027968],[0.56202704 1.17607856 0.3420805 ],33,120,Push-up
34,[0.39177805 0.41037166 0.07234684],[0.63206536 0.40695083 0.12348573],[0.2107705  0.52327722 0.24601008],[0.81699443 0.53461909 0.3940953 ],[0.27046487 0.61379182 0.65749419],[0.73759061 0.59817886 0.90892041],[ 0.43879324  1.04775369 -0.03901562],[0.57084191 1.03918791 0.03850838],[0.43506727 0.90998018 0.12344653],[0.59695297 1.01735651 0.20905617],[0.49445459 1.07853425 0.34633964],[0.57650334 1.10093439 0.3730295 ],34,120,Push-up
35,[0.39089915 0.39458385 0.04469015],[0.63347822 0.39556855 0.10184346],[0.21163739 0.5243243  0.23262599],[0.81504005 0.54030848 0.38098389],[0.26833802 0.61370164 0.63939613],[0.73750275 0.60205132 0.88266563],[ 0.43875796  1.04115021 -0.03821317],[0.57082194 1.03267682 0.03774136],[0.43371314 0.92229182 0.13037282],[0.59633601 1.02066517 0.21307082],[0.48955089 1.11600769 0.35401359],[0.57323986 1.12784207 0.36818188],35,120,Push-up
36,[0.38964701 0.38197437 0.02373065],[0.63649106 0.38226455 0.10029348],[0.21194452 0.52731442 0.19899347],[0.81419128 0.54541051 0.39757302],[0.26626974 0.61476856 0.6228593 ],[0.73730379 0.60573858 0.93135303],[ 0.43863934  1.04070175 -0.04781828],[0.57185692 1.02985775 0.0473873 ],[0.43540716 0.93707705 0.12134591],[0.59673899 1.02254844 0.22143425],[0.48982403 1.12761545 0.34775928],[0.57720602 1.12871242 0.39710969],36,120,Push-up
37,[ 3.89400184e-01  3.74832600e-01 -3.58889461e-04],[0.63855201 0.374841   0.09971277],[0.21320193 0.5323509  0.18942124],[0.81413448 0.5485664  0.41733044],[0.26498353 0.61785215 0.63585913],[0.73724502 0.60772514 0.9727549 ],[ 0.43824795  1.04182231 -0.05753653],[0.57303327 1.0311383  0.05715561],[0.44367704 0.91260529 0.11987378],[0.59810275 1.00008202 0.2353328 ],[0.50723946 1.09295273 0.38421938],[0.58985955 1.0851711  0.4652344 ],37,120,Push-up
38,[0.38837606 0.36040616 0.00822953],[0.64073938 0.36797142 0.09887788],[0.21732353 0.53309131 0.18916848],[0.81257647 0.55060333 0.41169894],[0.26394263 0.61831284 0.63092399],[0.73728657 0.60748965 0.9609161 ],[ 0.4378719   1.04180276 -0.05695697],[0.57489991 1.02934241 0.0565685 ],[0.45773923 0.91513389 0.10459386],[0.60764056 0.98697609 0.1995907 ],[0.52621025 1.0947901  0.35450375],[0.61036903 1.07607174 0.41730529],38,120,Push-up
39,[0.38788402 0.34815881 0.01086754],[0.6412167  0.35639903 0.0965439 ],[0.22437726 0.53315145 0.18871544],[0.81197685 0.55146611 0.40222487],[0.25983176 0.61832154 0.60869598],[0.73721707 0.60897958 0.93497574],[ 0.43710428  1.03752685 -0.05559703],[0.57513106 1.02586448 0.05521429],[0.46368128 0.90198088 0.10412122],[0.60880429 0.98477185 0.17727228],[0.5305261  1.07712173 0.36428919],[0.61576307 1.05329061 0.42444766],39,120,Push-up
40,[0.38538089 0.33887023 0.01167359],[0.64127046 0.34450039 0.08197476],[0.22996283 0.53609103 0.20390721],[0.80533636 0.55264425 0.38700134],[0.26011005 0.61830425 0.64944077],[0.73717284 0.61097014 0.91854495],[ 0.43669379  1.03827929 -0.04677   ],[0.5764302  1.02416694 0.04636168],[0.47150761 0.89267141 0.10481077],[0.61705989 0.98886853 0.15479216],[0.53880304 1.05783796 0.36312681],[0.61402977 1.0393306  0.40852436],40,120,Push-up
41,[0.38170582 0.32851872 0.02140368],[0.64124542 0.33484241 0.06772574],[0.23722219 0.54154444 0.2525712 ],[0.79220808 0.55209732 0.37817279],[0.26054284 0.61570346 0.74486989],[0.73531365 0.61052525 0.91664559],[ 0.4331345   1.0412426  -0.04398793],[0.57691967 1.02428722 0.04361917],[0.46953458 0.89160919 0.10623067],[0.61552626 0.98017544 0.16496453],[0.53558803 1.06163883 0.38363057],[0.61089164 1.04269934 0.42644623],41,120,Push-up
42,[0.37822402 0.32677084 0.02708686],[0.64127392 0.32784829 0.05353023],[0.24324538 0.55111283 0.29056209],[0.77710015 0.5521419  0.35365772],[0.26219583 0.61533326 0.81379253],[0.73448271 0.6103394  0.9145304 ],[ 0.4292255   1.04987419 -0.04367487],[0.5735541  1.03976715 0.0433364 ],[0.47207686 0.8190859  0.09957679],[0.61528331 0.87303597 0.17040457],[0.54975605 0.96517831 0.39537212],[0.61405635 0.95247918 0.4480814 ],42,120,Push-up
43,[0.37662065 0.32191893 0.04727741],[0.64333922 0.32611987 0.05570373],[0.25458232 0.54996908 0.32728976],[0.77396011 0.55908889 0.39471063],[0.2633467  0.61305869 0.8878777 ],[0.72824794 0.61226052 1.01023281],[ 0.42774126  1.0633533  -0.04260232],[0.57287496 1.05657816 0.04230403],[0.47290578 0.81683606 0.08034985],[0.61367112 0.8750267  0.17301963],[0.55023462 0.97293353 0.3833102 ],[0.62478542 0.95258689 0.43293467],43,120,Push-up
44,[0.37617725 0.31469536 0.05098176],[0.64602113 0.31994823 0.05812431],[0.26704469 0.55147755 0.33838332],[0.76599407 0.57141793 0.41228664],[0.27131733 0.61032724 0.90524322],[0.72344327 0.61226118 1.03618312],[ 0.42792216  1.06702638 -0.04486537],[0.57385451 1.06072652 0.04469801],[0.47375244 0.79837441 0.08116569],[0.61770064 0.86603802 0.17520776],[0.54690212 0.94541997 0.41002375],[0.62835747 0.91432399 0.47199637],44,120,Push-up
45,[0.37403923 0.31315798 0.04250287],[0.64771122 0.32317263 0.05612147],[0.26702121 0.56828582 0.33197165],[0.76221585 0.57787126 0.40590701],[0.27644554 0.60702461 0.91080683],[0.71787632 0.61981237 1.0110662 ],[ 0.42568067  1.06721842 -0.04930098],[0.57497019 1.06418133 0.04928619],[0.48165402 0.73022348 0.14520055],[0.61849576 0.82748353 0.2670345 ],[0.54757762 0.83333522 0.56085509],[0.62592125 0.79747599 0.67661995],45,120,Push-up
46,[0.37143409 0.31125873 0.01536537],[0.64856791 0.31829107 0.0435316 ],[0.27417579 0.58493745 0.32508937],[0.75454718 0.58278936 0.40210077],[0.28033698 0.60379827 0.92295527],[0.71626419 0.62852633 1.00720894],[ 0.42637414  1.06675041 -0.05453013],[0.57989919 1.06308603 0.0545314 ],[0.48120314 0.7266764  0.25467661],[0.61818701 0.81361288 0.37668425],[0.5466435  0.81688827 0.7700668 ],[0.61238676 0.80335772 0.85901773],46,120,Push-up
47,[ 0.36572206  0.31267834 -0.01774771],[0.64915282 0.31732407 0.0350601 ],[0.2729736  0.6017037  0.31324714],[0.75135475 0.58937556 0.40556592],[0.28516832 0.60791183 0.94999415],[0.71662062 0.62970686 1.04418933],[ 0.42639101  1.0663805  -0.05965863],[0.58423847 1.06428885 0.05965485],[0.47477341 0.69961518 0.29960948],[0.61289304 0.81328768 0.42950863],[0.53053629 0.74900144 0.83691561],[0.58716977 0.73662519 0.95692885],47,120,Push-up
48,[ 0.36205149  0.31068239 -0.06117053],[ 0.6507557   0.31794417 -0.00442551],[0.27639595 0.61605716 0.30610412],[0.74473709 0.60245085 0.38129774],[0.2888914  0.6095745  0.92741579],[0.71468163 0.60796946 1.01874936],[ 0.42647722  1.0661782  -0.0593803 ],[0.58828765 1.06468928 0.05949005],[0.47125784 0.6895901  0.37353432],[0.61253804 0.81351882 0.4570975 ],[0.52428961 0.7356723  0.96903723],[0.58911937 0.71663374 1.03364778],48,120,Push-up
49,[ 0.35847381  0.31011099 -0.08170048],[ 0.65177816  0.31835559 -0.01869068],[0.2780053  0.62563527 0.28371838],[0.74196512 0.60074461 0.36125877],[0.2911092  0.61385232 0.92099357],[0.71334827 0.60876882 1.00418544],[ 0.4265998   1.06603003 -0.060277  ],[0.59047896 1.06688166 0.06037439],[0.46780279 0.67025554 0.36462304],[0.61077023 0.79874438 0.48485142],[0.50707024 0.71977758 0.97066694],[0.58456308 0.69210911 1.05461049],49,120,Push-up
50,[ 0.35693634  0.31137314 -0.07165049],[ 0.6526677   0.31952804 -0.02174216],[0.27889878 0.62873083 0.29648823],[0.7385323  0.60070884 0.36283058],[0.29379761 0.61384159 0.98153526],[0.71330506 0.59924632 1.04265988],[ 0.42666924  1.06576991 -0.05897369],[0.59150201 1.0664444  0.059125  ],[0.4656792  0.66695017 0.37694579],[0.61065543 0.77449107 0.49716672],[0.50815547 0.71040851 1.00411057],[0.58666688 0.68134612 1.05611479],50,120,Push-up
51,[ 0.35331249  0.31185558 -0.062374  ],[ 0.652569    0.31975147 -0.02719462],[0.27930465 0.64892685 0.30328035],[0.73422569 0.60101008 0.36157066],[0.29817182 0.61381322 0.97441715],[0.71272033 0.59959155 1.02588868],[ 0.42635643  1.06675589 -0.0574403 ],[0.59115613 1.06639671 0.05761828],[0.46160734 0.66543114 0.37627679],[0.60935467 0.76088601 0.49695358],[0.5053845  0.72269905 1.00038743],[0.58807379 0.6914053  1.05829966],51,120,Push-up
52,[ 0.35043681  0.31214193 -0.08558445],[ 0.6524812   0.32019466 -0.0681731 ],[0.27879745 0.65980726 0.27723363],[0.73102564 0.615201   0.33379886],[0.30257961 0.61085731 0.92414206],[0.70701486 0.59750968 1.01546955],[ 0.42394546  1.06668913 -0.04281798],[0.59182072 1.06617737 0.04295895],[0.4548173  0.66395223 0.43717381],[0.60925186 0.75183731 0.53901744],[0.50296408 0.72583514 1.12743437],[0.588507   0.69809669 1.14894474],52,120,Push-up
53,[ 0.34933558  0.3129634  -0.10692183],[ 0.6524781   0.32038486 -0.0798198 ],[0.27976564 0.66078305 0.26673192],[0.72741723 0.62553036 0.34054476],[0.30171955 0.60654742 0.91648924],[0.70301467 0.59492594 1.03561926],[ 0.42399982  1.06652808 -0.03738616],[0.59507281 1.06591666 0.03754696],[0.45101246 0.66449541 0.47528374],[0.60938704 0.74889207 0.57549351],[0.50089246 0.71259022 1.20532691],[0.58966517 0.68622345 1.21636522],53,120,Push-up
54,[ 0.34770039  0.31341323 -0.13176857],[ 0.65242696  0.32287806 -0.08540655],[0.28072312 0.66139168 0.24226543],[0.72663754 0.64020133 0.33990532],[0.30120307 0.59178919 0.89075547],[0.69610882 0.57299745 1.03256333],[ 0.42294884  1.06918859 -0.0381058 ],[0.59549361 1.06802154 0.03826724],[0.44892201 0.66662759 0.45737922],[0.60948372 0.74691939 0.57022685],[0.4974052 0.721506  1.1919384],[0.59006441 0.68773168 1.22088683],54,120,Push-up
55,[ 0.34712461  0.31393003 -0.13531944],[ 0.65238672  0.32423025 -0.09188684],[0.28089431 0.6589604  0.24700958],[0.72598374 0.64158648 0.3435103 ],[0.30150545 0.59179986 0.90997261],[0.69484794 0.57516462 1.06014049],[ 0.42145458  1.06906223 -0.03816638],[0.59523785 1.06786382 0.03834078],[0.44443417 0.66638798 0.4753316 ],[0.60451066 0.75046778 0.59671867],[0.49249166 0.71567047 1.229213  ],[0.5869348  0.68473434 1.25965083],55,120,Push-up
