,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,frame_id,video_id,exercise_label
11,[0.60532653 0.5911305  0.0727329 ],[0.5596121  0.56846613 0.19561623],[ 0.57631952  0.63971883 -0.03402631],[0.4932687  0.56309956 0.19520688],[ 0.58547759  0.53739154 -0.10156509],[0.48341534 0.46230111 0.14773457],[ 0.48261005  0.67325538 -0.03881437],[0.46217161 0.6641143  0.03830105],[ 0.54107463  0.58681577 -0.01868624],[0.50661248 0.63072026 0.07462585],[ 0.50402093  0.63586348 -0.08565116],[0.48536292 0.65460992 0.01247707],11,240,Incline bench press
12,[0.60662949 0.59760863 0.10457832],[0.56074935 0.57526594 0.21795675],[ 0.58208477  0.65254283 -0.03115195],[0.49434432 0.56296444 0.20030443],[ 0.58966959  0.54724723 -0.11617626],[0.48340085 0.46599197 0.12673336],[ 0.48308781  0.67985058 -0.04034754],[0.46235245 0.674178   0.03972815],[ 0.52323198  0.58348674 -0.01068558],[0.48580217 0.6325711  0.09952583],[ 0.46173084  0.64130896 -0.14643995],[ 0.45814785  0.65640944 -0.03766396],12,240,Incline bench press
13,[0.61093944 0.60352439 0.09967567],[0.56062436 0.5654245  0.21107426],[ 0.59138268  0.68346679 -0.03432683],[0.49377567 0.5688495  0.19873302],[ 0.59164017  0.56675774 -0.1148122 ],[0.48332503 0.47451115 0.10572669],[ 0.48332781  0.68232459 -0.04175067],[0.46061382 0.66935933 0.04116991],[ 0.52533621  0.58196753 -0.02838659],[0.47735217 0.62763977 0.09922772],[ 0.48459196  0.65712792 -0.05716757],[ 0.45754921  0.66645122 -0.0019525 ],13,240,Incline bench press
14,[0.61223048 0.60667711 0.08166311],[0.5600782  0.56057858 0.18839167],[ 0.59322709  0.71825939 -0.04407033],[0.49372798 0.58019519 0.18432225],[ 0.58869433  0.59182161 -0.12004004],[0.48326358 0.48056194 0.08926832],[ 0.4835915   0.68979704 -0.04257334],[0.46116287 0.66685349 0.04201668],[ 0.51755875  0.58160752 -0.02844339],[0.46940672 0.62337178 0.10152637],[ 0.46330255  0.67574787 -0.03485687],[0.43556792 0.68356526 0.05640526],14,240,Incline bench press
15,[ 0.61227781  0.62139666 -0.04840143],[0.56004137 0.55904841 0.10384104],[ 0.59779394  0.74366719 -0.12597103],[0.49252623 0.5820542  0.15250762],[ 0.59020025  0.62480873 -0.13065206],[0.48231462 0.48263359 0.09121818],[ 0.47483653  0.70550573 -0.05528375],[0.46068537 0.66713876 0.05506078],[ 0.49783799  0.60590583 -0.03157166],[0.47530505 0.62779993 0.15162663],[0.46618187 0.681822   0.07395877],[0.44790795 0.67616212 0.20046711],15,240,Incline bench press
16,[ 0.61216909  0.62395513 -0.05514385],[0.55910337 0.55448735 0.07625065],[ 0.60946739  0.75315452 -0.13394128],[0.49266672 0.58175051 0.11611097],[ 0.59297156  0.66662627 -0.17408957],[0.48167837 0.47733206 0.0424516 ],[ 0.47275862  0.70890945 -0.05565981],[0.46084836 0.66635329 0.05549679],[ 0.49649352  0.60227013 -0.03196821],[0.48120096 0.62475157 0.14490168],[0.46280292 0.68433744 0.08013844],[0.45225769 0.68002194 0.19155188],16,240,Incline bench press
17,[ 0.61364466  0.62367195 -0.06153945],[0.55657738 0.55491799 0.0644861 ],[ 0.6358282   0.76538759 -0.17422743],[0.4927893  0.58291876 0.09104967],[ 0.6100322   0.66048765 -0.233803  ],[0.48327914 0.48065609 0.00173074],[ 0.47255406  0.71918261 -0.05468688],[0.46096286 0.67314857 0.05444742],[0.47979024 0.61790794 0.02595037],[0.46623027 0.63840014 0.16272627],[0.43661296 0.71647483 0.16421828],[0.42548749 0.71202481 0.25478953],17,240,Incline bench press
18,[ 0.61382937  0.62588876 -0.06236526],[0.55510962 0.5552271  0.08003397],[ 0.63838559  0.76963091 -0.18920036],[0.49267671 0.58337438 0.10863515],[ 0.60904711  0.65916425 -0.25932062],[0.48339048 0.48387694 0.01604913],[ 0.47137347  0.72374982 -0.05689438],[0.46073398 0.67631769 0.05674956],[0.48845547 0.61646515 0.00576312],[0.46957102 0.63828206 0.16008425],[0.44347718 0.70406693 0.1304854 ],[0.42501393 0.70285046 0.23126243],18,240,Incline bench press
19,[ 0.61381614  0.63277215 -0.08302908],[0.54997528 0.55535144 0.0499404 ],[ 0.64275342  0.78969872 -0.21344857],[0.48956591 0.5848164  0.08383993],[ 0.61608386  0.65910906 -0.28873998],[ 0.48335326  0.48099491 -0.01702659],[ 0.46875182  0.72579432 -0.05600069],[0.45868841 0.67603588 0.05582224],[0.47218826 0.63349205 0.04768902],[0.45531756 0.64758068 0.18025528],[0.43025392 0.72507167 0.21130787],[0.41279906 0.71734071 0.30894431],19,240,Incline bench press
20,[ 0.61342227  0.63273609 -0.08466143],[0.54821616 0.55469477 0.06706737],[ 0.64322627  0.76892239 -0.23315506],[0.48892754 0.58407778 0.10270354],[ 0.61884594  0.65627068 -0.32020554],[0.48239464 0.48529404 0.00343475],[ 0.46551129  0.72724867 -0.06254333],[0.45655429 0.67471802 0.06247622],[0.43708727 0.62919545 0.02076809],[0.43178314 0.64213991 0.16935533],[0.38282806 0.72809982 0.12981182],[0.37076089 0.70812458 0.25967991],20,240,Incline bench press
21,[ 0.61313629  0.63110787 -0.10021525],[0.54830867 0.55271077 0.06322315],[ 0.64386058  0.76257622 -0.23938671],[0.48896521 0.57788718 0.11781476],[ 0.62120038  0.67550105 -0.32487243],[0.48268479 0.48652402 0.03980336],[ 0.46464878  0.72661239 -0.068863  ],[0.45650613 0.67413133 0.0688566 ],[ 0.41987717  0.62306607 -0.03254046],[0.42304832 0.64040679 0.17590116],[0.37040469 0.72285658 0.12274092],[0.36130583 0.69961035 0.27248964],21,240,Incline bench press
22,[ 0.61274308  0.63063771 -0.08560836],[0.54722685 0.55211365 0.08445084],[ 0.63924116  0.76725453 -0.24219385],[0.48909602 0.57907516 0.10709799],[ 0.61800873  0.66395843 -0.33331025],[ 0.48215845  0.48958784 -0.01356749],[ 0.4637284   0.73007292 -0.07204031],[0.45562124 0.67511421 0.07198794],[ 0.41832802  0.61994714 -0.06712541],[0.42313913 0.63829094 0.16684307],[0.36628008 0.71837521 0.10335989],[0.35183543 0.69852793 0.23312497],22,240,Incline bench press
23,[ 0.61220187  0.63172758 -0.10363658],[0.5462783  0.55230111 0.07107461],[ 0.63946193  0.77162766 -0.24468499],[0.49062493 0.5809229  0.11098664],[ 0.61868757  0.68166023 -0.32906565],[0.48203537 0.49876201 0.01444412],[ 0.46349049  0.73590469 -0.07284291],[0.45544291 0.68064594 0.07281155],[ 0.42206371  0.62999725 -0.04841597],[0.42609146 0.64604461 0.18051162],[0.37450984 0.73219073 0.14497596],[0.36220533 0.71274328 0.28614447],23,240,Incline bench press
24,[ 0.61085725  0.63312286 -0.09125896],[0.54514241 0.55241877 0.07411095],[ 0.63811761  0.76891398 -0.21545427],[0.49069187 0.59143478 0.09841078],[ 0.60904539  0.69630724 -0.29483074],[ 0.47511631  0.54754847 -0.0108503 ],[ 0.46460393  0.73471409 -0.07329687],[0.45551303 0.67951685 0.07326397],[ 0.41935572  0.62876618 -0.08042682],[0.42440239 0.64526016 0.17383777],[0.37773144 0.73650122 0.08183919],[0.36305279 0.71121281 0.25404412],24,240,Incline bench press
25,[ 0.61084354  0.63274449 -0.13400969],[0.54486096 0.55255717 0.0372747 ],[ 0.63803464  0.76622456 -0.25110045],[0.490715   0.59880346 0.0791138 ],[ 0.60837477  0.68456036 -0.30366939],[ 0.46906731  0.56700271 -0.0105427 ],[ 0.46523923  0.73435688 -0.07199005],[0.45575455 0.67871684 0.07192811],[ 0.43554318  0.62734604 -0.06015515],[0.43189281 0.64441925 0.17912054],[0.39175388 0.73079711 0.11671014],[0.37709859 0.70677543 0.26724136],25,240,Incline bench press
26,[ 0.61013216  0.63374048 -0.14724605],[0.54516059 0.55265331 0.03567869],[ 0.62910587  0.77221251 -0.2513926 ],[0.49079818 0.60390168 0.06970563],[ 0.60228008  0.69073355 -0.2978051 ],[ 0.46705213  0.58340323 -0.02331097],[ 0.46568581  0.73448682 -0.07585156],[0.45649213 0.67937464 0.07577582],[ 0.43578359  0.62981576 -0.06171392],[0.43576112 0.64710492 0.1866658 ],[0.39557463 0.73890465 0.12381018],[0.38255274 0.71866268 0.28991947],26,240,Incline bench press
27,[ 0.60936004  0.63395023 -0.11631692],[0.54524648 0.55338567 0.0542333 ],[ 0.62912053  0.77581394 -0.23293202],[0.49150419 0.60000682 0.08591338],[ 0.60236526  0.69178975 -0.28697979],[ 0.46902627  0.55481958 -0.00888943],[ 0.46598747  0.73658097 -0.07439288],[0.45657817 0.68206662 0.07432006],[ 0.43352464  0.63739133 -0.06129496],[0.43433011 0.65259123 0.18883033],[0.38964635 0.74598014 0.13590474],[0.38021773 0.72952116 0.28937951],27,240,Incline bench press
28,[ 0.6093809   0.63373834 -0.11439453],[0.54538137 0.55354494 0.06026288],[ 0.64490563  0.77242428 -0.24497502],[0.49392083 0.59563488 0.09254479],[ 0.61222184  0.68121439 -0.30338594],[ 0.4780845   0.51685876 -0.00925483],[ 0.46675035  0.73722035 -0.07359812],[0.45762908 0.68398696 0.07353796],[ 0.4374119   0.64328575 -0.00106635],[0.43553823 0.6540004  0.20457081],[0.39319366 0.74484873 0.18621318],[0.3826361  0.72881049 0.33063784],28,240,Incline bench press
29,[ 0.60939765  0.63879454 -0.11329975],[0.54488403 0.55337268 0.05579536],[ 0.64158505  0.7983709  -0.26430541],[0.48954895 0.58833247 0.07419468],[ 0.61452252  0.68569195 -0.38495889],[ 0.47720325  0.49047789 -0.0573546 ],[ 0.46408129  0.74553412 -0.07348492],[0.45452926 0.68332374 0.07337467],[ 0.39253905  0.66497993 -0.05595576],[0.39576799 0.66299915 0.14863923],[0.32859984 0.76531446 0.15491721],[0.31923762 0.73512453 0.30125457],29,240,Incline bench press
30,[ 0.60943753  0.63706207 -0.12983061],[0.54752523 0.55333686 0.04290573],[ 0.63985556  0.79896569 -0.27132189],[0.49091083 0.58793175 0.06830015],[ 0.61571485  0.69033515 -0.38144571],[ 0.47780225  0.49239722 -0.04878027],[ 0.46444035  0.74527359 -0.07288631],[0.45468873 0.68348682 0.07277515],[ 0.40139446  0.66664898 -0.02462672],[0.40240496 0.67053652 0.17670123],[0.3422454  0.77622342 0.18253167],[0.33414185 0.74386466 0.33277178],30,240,Incline bench press
31,[ 0.610313    0.63650507 -0.13550858],[0.549631   0.55325055 0.0308008 ],[ 0.63987809  0.79839212 -0.25453693],[0.4937655  0.57284558 0.08615675],[ 0.61798263  0.70730746 -0.34446752],[0.48017782 0.48653045 0.03040162],[ 0.46447447  0.74551535 -0.07087919],[0.45473033 0.68339235 0.07082699],[0.41166803 0.65865237 0.01910376],[0.41122037 0.66616601 0.20173319],[0.35868832 0.76790953 0.22071412],[0.34971943 0.74121481 0.36131021],31,240,Incline bench press
32,[ 0.60966915  0.63298988 -0.10050109],[0.54960823 0.55316305 0.03272384],[ 0.63681787  0.79590225 -0.1901578 ],[0.49295908 0.57250273 0.08685514],[ 0.61144596  0.73939741 -0.28923234],[0.47899598 0.47498903 0.00327725],[ 0.46456963  0.74428332 -0.06335758],[0.45448887 0.68228292 0.06329582],[ 0.44719288  0.62934518 -0.00158313],[0.42614296 0.64714283 0.17740266],[0.38824502 0.7471599  0.1817456 ],[0.37128857 0.72934645 0.27014452],32,240,Incline bench press
33,[ 0.61115748  0.63173842 -0.10135064],[0.55026531 0.55313289 0.0446462 ],[ 0.63713974  0.7937656  -0.19692414],[0.49306384 0.57486635 0.10412684],[ 0.61028582  0.76278299 -0.29651487],[0.47980246 0.47427911 0.0149859 ],[ 0.46622881  0.74327153 -0.06381957],[0.45456627 0.684488   0.06375767],[0.45371047 0.63114768 0.01573724],[0.42827174 0.65172821 0.18784122],[0.39759451 0.74672967 0.20786828],[0.37443733 0.72973794 0.3257803 ],33,240,Incline bench press
34,[ 0.61253011  0.62758923 -0.06838961],[0.55068892 0.55314255 0.06597828],[ 0.63397008  0.78650528 -0.15620084],[0.49227223 0.57541984 0.10250577],[ 0.60379416  0.73989105 -0.23645312],[0.47880438 0.47028714 0.01080452],[ 0.46828717  0.74241459 -0.05903973],[0.45541468 0.68432534 0.05897093],[0.4732309  0.62120986 0.00413867],[0.454229   0.64189702 0.17136554],[0.43199676 0.730165   0.12448135],[0.41968292 0.71877915 0.23281932],34,240,Incline bench press
35,[ 0.61252612  0.6244182  -0.0289191 ],[0.55065328 0.55317152 0.105129  ],[ 0.63463432  0.76717633 -0.1544424 ],[0.49063674 0.56840873 0.13946334],[ 0.60981667  0.66034371 -0.22935311],[0.47735921 0.45981118 0.05527524],[ 0.46960199  0.74070841 -0.05727308],[0.45490405 0.68422425 0.05711056],[ 0.51514715  0.60671324 -0.00667851],[0.47549817 0.61895341 0.14681275],[0.47693682 0.69214624 0.09485798],[0.45206097 0.67553633 0.19933222],35,240,Incline bench press
36,[0.61249888 0.61348969 0.04258811],[0.55443281 0.5540902  0.19302693],[ 0.63428408  0.75194359 -0.08734475],[0.49124759 0.56963497 0.19438484],[ 0.61114705  0.63089395 -0.12787057],[0.47807899 0.45694318 0.10213368],[ 0.4766151   0.72929382 -0.05621894],[0.45609206 0.69084847 0.05600415],[ 0.58777869  0.59237421 -0.04220589],[0.54512966 0.60253149 0.11627676],[ 0.55798668  0.62046254 -0.00337039],[0.53442347 0.61809295 0.11477244],36,240,Incline bench press
37,[ 0.61024976  0.61425805 -0.00319264],[0.55311948 0.55627441 0.1777505 ],[ 0.63609445  0.75628752 -0.1768405 ],[0.4912197  0.56661946 0.15558192],[ 0.61123621  0.59234518 -0.16242589],[0.47859126 0.45286396 0.0893367 ],[ 0.47402516  0.72714037 -0.05707342],[0.45517254 0.68832821 0.05690688],[ 0.53213274  0.60163158 -0.04504386],[0.50127721 0.6131739  0.11901988],[0.48495948 0.66006297 0.05231214],[0.47048968 0.65446383 0.17205559],37,240,Incline bench press
38,[0.60792351 0.61170006 0.07961477],[0.55066484 0.56589079 0.23690222],[ 0.63606811  0.71691585 -0.07697711],[0.492854   0.55549765 0.25159714],[ 0.61258632  0.58042872 -0.13133401],[0.47907647 0.44006714 0.19925404],[ 0.47866502  0.72276324 -0.05525932],[0.45568556 0.69387782 0.05501632],[ 0.59425366  0.60126311 -0.04678166],[0.56037223 0.61238497 0.1162506 ],[ 0.5810833   0.57036054 -0.02406754],[0.5667448  0.57228029 0.09039537],38,240,Incline bench press
39,[0.60598403 0.6141541  0.00614093],[0.54919285 0.56607509 0.16263071],[ 0.63455349  0.72509116 -0.12604265],[0.49295905 0.5455671  0.19100367],[ 0.61832798  0.57157904 -0.19304648],[0.47986069 0.43146813 0.13463621],[ 0.47756693  0.72090882 -0.05237194],[0.45582408 0.69366163 0.05222469],[ 0.59253621  0.61769503 -0.04623434],[0.56686252 0.60877192 0.11018392],[0.58098561 0.5698241  0.03394141],[0.56605083 0.57194024 0.13394918],39,240,Incline bench press
40,[ 0.60005891  0.62223589 -0.00739802],[0.54460818 0.56730598 0.15960638],[ 0.62961131  0.71005064 -0.15556268],[0.49395141 0.53686833 0.17547271],[ 0.62187886  0.56033486 -0.23794122],[0.47986081 0.41696963 0.11379565],[ 0.47245815  0.72184879 -0.05266911],[0.45546925 0.69295347 0.05255248],[ 0.5536406   0.62084246 -0.0476767 ],[0.53313559 0.61604756 0.10696144],[0.53185833 0.61500454 0.04420016],[0.52180207 0.60837054 0.14902197],40,240,Incline bench press
41,[ 0.59939557  0.62279725 -0.04228053],[0.54495645 0.56662762 0.11414184],[ 0.62242961  0.69159931 -0.18656325],[0.49394098 0.52495527 0.14289303],[ 0.62098348  0.54425681 -0.27233547],[0.47999793 0.41049299 0.10861815],[ 0.4711172   0.71896976 -0.05033616],[0.45522457 0.69029796 0.05027412],[ 0.56800228  0.62351602 -0.04543974],[0.54909194 0.61452794 0.10474855],[0.55994064 0.5839268  0.05722087],[0.55032122 0.58637714 0.15980986],41,240,Incline bench press
42,[0.59870505 0.62213522 0.0079396 ],[0.54424363 0.56790727 0.1775258 ],[ 0.61863261  0.65435207 -0.14994708],[0.49401459 0.5133127  0.18718031],[ 0.62846458  0.50939256 -0.25271091],[0.48075998 0.39712206 0.12796426],[ 0.47093937  0.71868485 -0.05207518],[0.45488244 0.6925208  0.05193926],[ 0.56410444  0.61084372 -0.06180054],[0.53904301 0.61482358 0.1128113 ],[ 0.55903429  0.58661461 -0.00368119],[0.5417251  0.57999456 0.11885292],42,240,Incline bench press
43,[0.60155869 0.59803104 0.12416952],[0.54296803 0.56751072 0.29396585],[ 0.6189732   0.61558259 -0.06557552],[0.49384129 0.51251405 0.25136748],[ 0.62955993  0.4818759  -0.18710567],[0.48088643 0.39074051 0.13902743],[ 0.47467035  0.70965594 -0.05263982],[0.45122302 0.6904043  0.05252194],[ 0.56658149  0.59104383 -0.07546885],[0.52978277 0.59270447 0.1018791 ],[ 0.54512066  0.58035702 -0.1501192 ],[ 0.51830828  0.585594   -0.01977308],43,240,Incline bench press
44,[0.60302383 0.58820504 0.13194951],[0.54032773 0.57142836 0.32262406],[ 0.62047821  0.57200158 -0.05674665],[0.49384931 0.50881732 0.29600629],[ 0.62895316  0.45070961 -0.17900155],[0.48062822 0.38190502 0.18713142],[ 0.47783741  0.70452607 -0.05725907],[0.45069692 0.69141668 0.05690792],[ 0.57164514  0.57603359 -0.10264434],[0.5281648  0.58820266 0.10196027],[ 0.55551034  0.54900056 -0.19537115],[ 0.53292489  0.55421132 -0.04693251],44,240,Incline bench press
45,[0.60316426 0.57294792 0.10811589],[0.5404529  0.56885213 0.29477081],[ 0.60308337  0.53218454 -0.06502027],[0.49330786 0.50917184 0.28104788],[ 0.59130549  0.39051878 -0.16570093],[0.47768632 0.37364447 0.17641345],[ 0.47666243  0.69394636 -0.0535105 ],[0.4506079  0.68787616 0.05294774],[ 0.50035113  0.56407011 -0.09404136],[0.48311844 0.60735786 0.10247156],[ 0.43421933  0.61549771 -0.14892596],[ 0.42205811  0.65128958 -0.03669511],45,240,Incline bench press
46,[0.60420221 0.57472819 0.08002942],[0.54383194 0.56874883 0.28815091],[ 0.58546931  0.544348   -0.07253626],[0.49375647 0.50641286 0.28458434],[ 0.58587736  0.39339197 -0.16543455],[0.47685087 0.36433199 0.19716483],[ 0.47632521  0.69883257 -0.06649072],[0.45238155 0.69333655 0.06599024],[ 0.54144132  0.55503333 -0.08698312],[0.53249425 0.58116186 0.13002706],[ 0.53997076  0.51914489 -0.11246151],[0.53148818 0.53459293 0.03961181],46,240,Incline bench press
47,[0.60400826 0.57106262 0.07429499],[0.54429072 0.56833798 0.28102404],[ 0.56894076  0.51474947 -0.06844529],[0.49540031 0.5069508  0.28073037],[ 0.54392874  0.35719141 -0.15033236],[0.4769178  0.36484325 0.19727308],[ 0.47510618  0.6998992  -0.06532424],[0.45239818 0.69336009 0.06484163],[ 0.50285381  0.5518077  -0.05548494],[0.49574509 0.58791673 0.17188248],[ 0.45927718  0.55956501 -0.07919468],[0.4588646  0.59410238 0.07180854],47,240,Incline bench press
48,[0.60813999 0.57511306 0.06577042],[0.54431522 0.56431991 0.28962615],[ 0.57932562  0.50504798 -0.08346431],[0.49507511 0.49364811 0.27416059],[ 0.56751096  0.35033146 -0.17024136],[0.47587976 0.35452774 0.17232551],[ 0.47550124  0.70089668 -0.07946816],[0.45219117 0.68996865 0.07898566],[ 0.52600724  0.49874574 -0.08551262],[0.52525073 0.51991391 0.15714201],[ 0.53736514  0.41349527 -0.10065422],[0.52726996 0.41449207 0.06262469],48,240,Incline bench press
49,[0.60856742 0.57704806 0.04887648],[0.54474443 0.56429064 0.26586118],[ 0.5871737   0.50011814 -0.08971395],[0.49511194 0.48390538 0.27407354],[ 0.57258391  0.34158117 -0.15076844],[0.47482187 0.34362021 0.1993673 ],[ 0.47849309  0.70150542 -0.07596288],[0.45430812 0.69150972 0.07551912],[ 0.55884415  0.5148204  -0.09129778],[0.53249514 0.54740542 0.15515687],[ 0.61221856  0.38927707 -0.1215867 ],[0.56406754 0.43129337 0.17814465],49,240,Incline bench press
50,[0.60987347 0.57929397 0.05711437],[0.5449332  0.56425804 0.2684553 ],[ 0.58873558  0.50226682 -0.07880232],[0.49507236 0.47667384 0.27142915],[ 0.57450765  0.341203   -0.14299902],[0.47388494 0.33462024 0.18920396],[ 0.48054478  0.70305485 -0.07438474],[0.4544684  0.69809985 0.07393373],[ 0.55965465  0.50731122 -0.08814751],[0.53942978 0.54407436 0.14567126],[ 0.60337073  0.38857144 -0.12435032],[0.56146783 0.42837292 0.13993947],50,240,Incline bench press
51,[0.60974061 0.58056474 0.01611877],[0.54514754 0.56225204 0.21995129],[ 0.5912692   0.50625443 -0.11181674],[0.49517137 0.46522859 0.24472839],[ 0.57935339  0.3468636  -0.15348879],[0.47396672 0.32399547 0.17911705],[ 0.48029467  0.70456982 -0.07304733],[0.45458058 0.69744641 0.07260971],[ 0.56740254  0.52236646 -0.10133133],[0.53840435 0.54371423 0.14337626],[ 0.61095089  0.37939861 -0.13641313],[0.56515473 0.41546506 0.17445515],51,240,Incline bench press
52,[ 0.60824805  0.58508086 -0.00341261],[0.54565358 0.56214613 0.20107348],[ 0.59263885  0.51457191 -0.12205145],[0.49534461 0.46593788 0.23024832],[ 0.58070385  0.35194775 -0.16018948],[0.47402814 0.32389095 0.17319141],[ 0.47990358  0.70471108 -0.07243705],[0.4553321  0.69352233 0.0719969 ],[ 0.56652856  0.5256142  -0.10231984],[0.53855687 0.53626001 0.12449327],[ 0.61291176  0.37362957 -0.12811844],[0.59195864 0.36413327 0.15108274],52,240,Incline bench press
