,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,frame_id,video_id,exercise_label
10,[ 0.3110415   0.348849   -0.16367917],[ 0.51223797  0.37952995 -0.23778285],[0.25536191 0.19795622 0.00246203],[ 0.61262393  0.23425597 -0.10954674],[0.25508264 0.03092802 0.08313235],[ 0.6404829  -0.06830054 -0.00362177],[0.35740405 0.84599215 0.00226156],[ 0.47423801  0.8476125  -0.00303379],[0.3173348  0.68822622 0.45049769],[0.51318949 0.67012233 0.46235308],[0.41617927 0.72302711 0.95831895],[0.50425333 0.69167393 0.96556896],10,210,Lat pulldown
11,[ 0.31072113  0.35370851 -0.16385034],[ 0.5113709   0.38922095 -0.22167799],[ 0.25273317  0.19949353 -0.00369624],[ 0.61301142  0.25924167 -0.08075484],[0.25584698 0.02748493 0.05819239],[ 0.63867468 -0.03226846  0.03586585],[0.35556364 0.8473407  0.00232286],[ 0.47249064  0.85043311 -0.00309413],[0.31785977 0.6845997  0.45733085],[0.5103721  0.67376989 0.46020687],[0.41992447 0.71110445 0.95642698],[0.50867933 0.68882346 0.96051759],11,210,Lat pulldown
12,[ 0.30656841  0.354581   -0.19326423],[ 0.51103503  0.40622568 -0.23577285],[ 0.23870063  0.209186   -0.00338234],[ 0.61912531  0.30111733 -0.10207655],[0.25592628 0.02530723 0.1074556 ],[ 0.63946241  0.02971081 -0.01574519],[0.35443681 0.84734482 0.00140087],[ 0.47057     0.85362846 -0.00208121],[0.31872401 0.68420434 0.46343666],[0.50260204 0.70960194 0.46967834],[0.41788924 0.72617626 0.96639258],[0.50992942 0.71281677 0.96653169],12,210,Lat pulldown
13,[ 0.30387482  0.36185697 -0.2164195 ],[ 0.51068503  0.42271927 -0.24456531],[ 0.23709954  0.22597358 -0.01561617],[ 0.62318617  0.33004212 -0.104805  ],[0.25781137 0.02949727 0.09195633],[ 0.63811266  0.06192214 -0.02868   ],[0.35406262 0.84654027 0.00162114],[ 0.46961424  0.85321349 -0.00224055],[0.31913191 0.69600469 0.47140625],[0.50007951 0.76366186 0.46732473],[0.42633161 0.74391669 0.96340603],[0.51755685 0.75786275 0.95424455],13,210,Lat pulldown
14,[ 0.30212519  0.36736253 -0.20897196],[ 0.51054657  0.42679977 -0.22703119],[ 0.23404561  0.22151682 -0.01436038],[ 0.62485439  0.35631242 -0.06432954],[0.25782248 0.02889311 0.08321406],[0.63751334 0.10229091 0.06355494],[0.35381621 0.85331786 0.00167201],[ 0.46956295  0.8611691  -0.00229749],[0.31925568 0.69266558 0.47064146],[0.50493175 0.73846817 0.4654682 ],[0.42571497 0.74001163 0.97125793],[0.5183534  0.74857879 0.95434368],14,210,Lat pulldown
15,[ 0.30239394  0.37833807 -0.21053883],[ 0.51094264  0.43214405 -0.24321361],[ 0.2341435   0.222771   -0.09108265],[ 0.62609506  0.35763785 -0.11214904],[ 0.25859627  0.0278886  -0.08062417],[ 0.63622445  0.10216776 -0.0390894 ],[0.35381538 0.85182935 0.00294065],[ 0.46978825  0.85962075 -0.00350147],[0.31984869 0.65112919 0.47189626],[0.50206    0.70029837 0.46492562],[0.41725785 0.65557939 0.98292804],[0.51302713 0.65744442 0.95476693],15,210,Lat pulldown
16,[ 0.30182713  0.38116845 -0.22932845],[ 0.51038623  0.43756914 -0.25429276],[ 0.23044322  0.2237474  -0.1050874 ],[ 0.6270088   0.37934288 -0.11703425],[ 0.25859383  0.02739991 -0.06645504],[ 0.63487667  0.12663238 -0.03911169],[0.35370067 0.85047579 0.00334542],[ 0.46983483  0.85787463 -0.00389423],[0.32119268 0.65818608 0.4696528 ],[0.50215822 0.72083604 0.46285126],[0.42514452 0.69246858 0.97680742],[0.52560741 0.70927513 0.94451487],16,210,Lat pulldown
17,[ 0.30198559  0.38736263 -0.22440529],[ 0.50801808  0.4539493  -0.25296035],[ 0.22797747  0.24078697 -0.08136764],[ 0.630696    0.43225124 -0.08895037],[0.26397952 0.0338209  0.012135  ],[0.63047409 0.18413526 0.05050859],[0.3543368  0.85079587 0.00653808],[ 0.46987405  0.8573494  -0.00698521],[0.33455613 0.72565484 0.47207895],[0.50248724 0.79455525 0.46231085],[0.43669465 0.7771011  0.97273976],[0.53354776 0.80025429 0.93912214],17,210,Lat pulldown
18,[ 0.30205408  0.39017162 -0.21875405],[ 0.50631958  0.46624747 -0.22950031],[ 0.22594716  0.25506502 -0.06811874],[ 0.63159221  0.4614965  -0.05610174],[0.27037266 0.05198634 0.0409103 ],[0.62878317 0.22560324 0.11851044],[0.35476792 0.85198677 0.01051039],[ 0.46948004  0.85888755 -0.01093946],[0.34702942 0.72826952 0.4695521 ],[0.50699455 0.76696956 0.44155508],[0.45633999 0.77692437 0.92237401],[0.54609287 0.80885291 0.89514321],18,210,Lat pulldown
19,[ 0.30301765  0.39611241 -0.21652766],[ 0.50554436  0.47712576 -0.22437973],[ 0.22639099  0.27126029 -0.07104894],[ 0.63433635  0.49137658 -0.05385123],[0.27028307 0.06126915 0.01119548],[0.62788939 0.26239619 0.12761518],[0.35530823 0.85291952 0.01611365],[ 0.46940127  0.86010337 -0.01655576],[0.34637442 0.75177747 0.47136536],[0.51321054 0.79404193 0.43482685],[0.45021737 0.81102413 0.91823542],[0.56061554 0.85595578 0.88731498],19,210,Lat pulldown
20,[ 0.30313888  0.39827254 -0.21555486],[ 0.50412542  0.48258841 -0.23892836],[ 0.22638963  0.2674374  -0.07784046],[ 0.63582313  0.49693671 -0.06925235],[ 0.27039206  0.06476449 -0.00899283],[0.62737936 0.26729795 0.07626286],[0.35597321 0.8486734  0.02163889],[ 0.46947825  0.85895073 -0.02204271],[0.35691077 0.75072551 0.47445098],[0.51301461 0.8008303  0.42830041],[0.45057812 0.81229502 0.91992289],[0.5545013  0.85160494 0.8782742 ],20,210,Lat pulldown
21,[ 0.30322617  0.40380606 -0.21378784],[ 0.50412858  0.49182338 -0.23820895],[ 0.2253484   0.27455324 -0.07356574],[ 0.6351971   0.51587534 -0.06778909],[ 0.27017629  0.08273945 -0.00295005],[0.62538159 0.28730726 0.10236086],[0.35602042 0.84629983 0.02035097],[ 0.46997383  0.85757893 -0.02079326],[0.35359713 0.74520087 0.46452302],[0.51061606 0.80019677 0.42621195],[0.43322736 0.8142553  0.89933598],[0.5502919  0.84218103 0.87251538],21,210,Lat pulldown
22,[ 0.30335024  0.4066399  -0.24132714],[ 0.5021413   0.51410258 -0.27818829],[ 0.22379054  0.28403684 -0.11075088],[ 0.62630916  0.57423824 -0.146385  ],[ 0.26997     0.09509379 -0.06140446],[ 0.61913133  0.34514597 -0.02464226],[0.35638589 0.8287167  0.02342505],[ 0.46897238  0.85360354 -0.02376984],[0.36739156 0.75459349 0.45210257],[0.51140308 0.80842483 0.39608464],[0.4261176  0.82437497 0.86604279],[0.54408044 0.84462094 0.81936795],22,210,Lat pulldown
23,[ 0.30377281  0.40761399 -0.24421032],[ 0.49335098  0.52375919 -0.2844494 ],[ 0.22044426  0.29865882 -0.12105083],[ 0.62116998  0.61677438 -0.17621891],[ 0.26960418  0.09934049 -0.07602338],[ 0.61255181  0.3727034  -0.09060221],[0.35650972 0.81866759 0.02238078],[ 0.46184099  0.85288781 -0.02274591],[0.36924857 0.77541506 0.43730053],[0.5115602  0.8194685  0.40023956],[0.39452845 0.85327077 0.85093802],[0.53451478 0.85059315 0.8189171 ],23,210,Lat pulldown
24,[ 0.3041828   0.40912351 -0.24070452],[ 0.49058229  0.52810162 -0.27781385],[ 0.21774913  0.30744061 -0.10583401],[ 0.61311477  0.63194865 -0.14939325],[ 0.26807308  0.10699923 -0.05683709],[ 0.60543042  0.39745343 -0.05865572],[0.35615528 0.82076919 0.02179524],[ 0.45896858  0.85391051 -0.02222009],[0.36633918 0.79331326 0.42305043],[0.51682943 0.82835615 0.39296234],[0.38591418 0.86034989 0.83576971],[0.53504348 0.85905719 0.80791479],24,210,Lat pulldown
25,[ 0.3053447   0.41083831 -0.23442654],[ 0.49095875  0.53015029 -0.27132663],[ 0.21777457  0.31562236 -0.10098157],[ 0.6095745   0.63602859 -0.14295892],[ 0.26635557  0.11700051 -0.0496632 ],[ 0.60373825  0.39807355 -0.03195918],[0.35617012 0.82245612 0.02128292],[ 0.4589673   0.8556906  -0.02172092],[0.36326775 0.79918617 0.41608837],[0.51527578 0.83168012 0.38749349],[0.38358119 0.86263931 0.82047963],[0.52248102 0.86553687 0.79352528],25,210,Lat pulldown
26,[ 0.3054755   0.41129258 -0.23121826],[ 0.48614037  0.532341   -0.26929778],[ 0.2184312   0.31878597 -0.06886722],[ 0.59772855  0.65096724 -0.12775184],[0.26632315 0.12434822 0.02755493],[ 0.60041195  0.42736351 -0.00690377],[0.35536018 0.8233422  0.02104007],[ 0.45847639  0.86125821 -0.02139397],[0.36348179 0.81066817 0.41175467],[0.51648843 0.85116154 0.3819178 ],[0.38096103 0.87485808 0.83105093],[0.52632266 0.91227841 0.79051906],26,210,Lat pulldown
27,[ 0.30800584  0.41061875 -0.21719982],[ 0.48755065  0.5271157  -0.23348191],[ 0.21900132  0.34505904 -0.0645894 ],[ 0.58080536  0.67399436 -0.02594476],[0.26552469 0.139982   0.02568305],[0.58666539 0.45621023 0.20660929],[0.35598871 0.83329391 0.01742819],[ 0.45879319  0.8655408  -0.0175141 ],[0.36223474 0.82259309 0.39689773],[0.5163421  0.84929717 0.38785145],[0.36911985 0.88688928 0.82081723],[0.52327138 0.91065639 0.79759133],27,210,Lat pulldown
28,[ 0.31142843  0.41081849 -0.20995602],[ 0.48798549  0.52293223 -0.22030759],[ 0.2185366   0.36897665 -0.07977854],[ 0.57474321  0.70008355 -0.01769865],[ 0.26284379  0.15484062 -0.01006891],[0.58299524 0.47647342 0.20109217],[0.35648471 0.83565003 0.01199863],[ 0.45911264  0.86919528 -0.01184055],[0.3646327  0.82162058 0.38637251],[0.49434069 0.85957378 0.38204604],[0.35683528 0.89062881 0.80486655],[0.49371961 0.92747289 0.77946419],28,210,Lat pulldown
29,[ 0.31522122  0.41046467 -0.20343076],[ 0.48411581  0.52241153 -0.22531004],[ 0.21774387  0.38133159 -0.09551433],[ 0.56466079  0.71623689 -0.04895956],[ 0.26149237  0.17396614 -0.05315391],[0.57581389 0.49500749 0.11790306],[0.35620913 0.82754934 0.0124644 ],[ 0.45408076  0.86769396 -0.01230422],[0.36497062 0.81264025 0.36103523],[0.47790521 0.85000372 0.35273451],[0.34847289 0.88847297 0.72390145],[0.45991862 0.90865892 0.70833015],29,210,Lat pulldown
30,[ 0.31573907  0.41031882 -0.19896093],[ 0.48507348  0.52117789 -0.22158246],[ 0.21778864  0.38262531 -0.0950511 ],[ 0.55993938  0.71626532 -0.05658007],[ 0.26001349  0.17230883 -0.05098992],[0.57472461 0.50425363 0.11599378],[0.35626775 0.82787222 0.01172224],[ 0.45446602  0.86720937 -0.01158011],[0.36052546 0.80875009 0.36083156],[0.47888377 0.84693795 0.34755325],[0.34735844 0.88166696 0.72606266],[0.47562689 0.90043736 0.7133646 ],30,210,Lat pulldown
31,[ 0.31624177  0.41169822 -0.19894736],[ 0.48600146  0.52251858 -0.22307645],[ 0.21609055  0.38805282 -0.09285073],[ 0.54709822  0.73396438 -0.0489655 ],[ 0.25710878  0.1817078  -0.05035756],[0.57034999 0.51792914 0.13363904],[0.35681325 0.82915878 0.01180908],[ 0.45550501  0.8687678  -0.01168807],[0.36036736 0.80380523 0.37422436],[0.47895077 0.83459443 0.35924801],[0.34437436 0.87709016 0.76075876],[0.46234864 0.86817092 0.74217522],31,210,Lat pulldown
32,[ 0.3182095   0.41084656 -0.19764809],[ 0.48638788  0.52282    -0.22489576],[ 0.21511215  0.3948243  -0.08359148],[ 0.53500009  0.75406122 -0.05705378],[ 0.25602129  0.1940514  -0.02687651],[0.56483841 0.53650242 0.11675513],[0.35792726 0.82990628 0.01342674],[ 0.45602018  0.87157369 -0.01333784],[0.36341348 0.79750359 0.3776603 ],[0.46347803 0.81947029 0.36449614],[0.3405672  0.87426972 0.77452248],[0.43004885 0.85867327 0.75428224],32,210,Lat pulldown
33,[ 0.32056624  0.41038555 -0.21021201],[ 0.49183211  0.52221805 -0.22647317],[ 0.2140132   0.39714026 -0.09390406],[ 0.52854306  0.74695337 -0.03956788],[ 0.25457072  0.19794816 -0.02709469],[0.56171876 0.54632527 0.15251599],[0.3594614  0.8303951  0.01255495],[ 0.45742121  0.87180436 -0.0125298 ],[0.36311457 0.7824229  0.38012284],[0.45008838 0.7947439  0.37895498],[0.33687297 0.87258112 0.78181118],[0.39901242 0.84885067 0.77001566],33,210,Lat pulldown
34,[ 0.3218672   0.41076636 -0.21105838],[ 0.49180397  0.5216803  -0.22634108],[ 0.21320656  0.40321183 -0.09047551],[ 0.52364922  0.74412823 -0.0404635 ],[ 0.25361207  0.21633369 -0.00485416],[0.55899531 0.54813844 0.13775827],[0.36145267 0.83009398 0.0124967 ],[ 0.45764485  0.87161195 -0.01247575],[0.36600253 0.78114283 0.37869367],[0.44869232 0.79811716 0.37980756],[0.33672956 0.87115484 0.78306001],[0.40535146 0.84924364 0.77094305],34,210,Lat pulldown
35,[ 0.32149112  0.40893367 -0.21046647],[ 0.49307054  0.52128601 -0.22696018],[ 0.21104099  0.40120214 -0.08524156],[ 0.52242029  0.74961352 -0.04497965],[ 0.2528789   0.20696597 -0.0015682 ],[0.55999482 0.55005527 0.13270853],[0.36154112 0.83008325 0.01383668],[ 0.45782474  0.87149554 -0.01380875],[0.36748278 0.77442318 0.37811264],[0.45394734 0.79433066 0.37799484],[0.33770907 0.86783731 0.78354663],[0.4159489  0.84931284 0.76909679],35,210,Lat pulldown
36,[ 0.32134661  0.40880895 -0.21037237],[ 0.4931744   0.52111471 -0.22631307],[ 0.21064821  0.40153965 -0.08227946],[ 0.52111107  0.75009537 -0.04202429],[0.25283188 0.20465517 0.00199583],[0.55930352 0.55106473 0.1386425 ],[0.36214873 0.83017749 0.0140333 ],[ 0.45792902  0.87132537 -0.01399588],[0.3708635  0.77484941 0.37425429],[0.45685232 0.79666835 0.37667724],[0.34104672 0.86590809 0.78027123],[0.42634207 0.85481596 0.76526648],36,210,Lat pulldown
37,[ 0.32113087  0.40768436 -0.20440017],[ 0.49322546  0.52106291 -0.22694451],[ 0.21083851  0.40027994 -0.06976115],[ 0.52238268  0.74994093 -0.04397336],[0.25298905 0.20155258 0.00486599],[0.56037849 0.54508156 0.15081693],[0.36217728 0.83022696 0.01648855],[ 0.45843342  0.87042952 -0.01644219],[0.37388954 0.77210712 0.37612692],[0.45824674 0.79814297 0.36971781],[0.34144694 0.8487395  0.78004843],[0.42936888 0.84717047 0.75970584],37,210,Lat pulldown
38,[ 0.32102707  0.40680712 -0.20179631],[ 0.49330699  0.52079773 -0.2291562 ],[ 0.21105856  0.39808694 -0.06362829],[ 0.5251314   0.7537545  -0.04526068],[0.25303018 0.20037287 0.01349369],[0.56106645 0.54601538 0.14522412],[0.36252552 0.83130121 0.01689633],[ 0.45964223  0.87029594 -0.01684294],[0.37318125 0.77090836 0.37776288],[0.46070477 0.79848015 0.37029713],[0.34295112 0.84311122 0.78207147],[0.43203869 0.83556175 0.76064193],38,210,Lat pulldown
39,[ 0.32079425  0.40599084 -0.1956307 ],[ 0.49307498  0.52057385 -0.22895782],[ 0.21289891  0.3966378  -0.05174948],[ 0.52689564  0.75447363 -0.04698199],[0.25381556 0.20251603 0.03257929],[0.56173235 0.54387659 0.14491935],[0.36307654 0.83297414 0.01693029],[ 0.4598681   0.87005317 -0.01687261],[0.37310371 0.77114159 0.37512717],[0.46337149 0.79872745 0.3653993 ],[0.34308812 0.84166062 0.77492249],[0.44289574 0.83220291 0.7548936 ],39,210,Lat pulldown
40,[ 0.32072321  0.40592542 -0.1939124 ],[ 0.49244165  0.52042359 -0.22909705],[ 0.21490352  0.39587304 -0.04801364],[ 0.52788174  0.75482589 -0.05177998],[0.25434974 0.20411086 0.03959024],[0.56210381 0.54209864 0.13411711],[0.36380726 0.8336845  0.01718818],[ 0.46002489  0.8694762  -0.01712353],[0.37279797 0.77206975 0.37568095],[0.4638491  0.79905009 0.36436448],[0.3436828  0.84156328 0.77463078],[0.44562513 0.83176172 0.75428879],40,210,Lat pulldown
41,[ 0.32059577  0.40589932 -0.19413993],[ 0.49481884  0.5193398  -0.23098229],[ 0.21567151  0.39515141 -0.05278565],[ 0.52849364  0.75151187 -0.05510199],[0.25459248 0.20263782 0.02972687],[0.56247234 0.53955853 0.12796257],[0.3648639  0.83374411 0.01721223],[ 0.46098357  0.86918229 -0.01715381],[0.3703984  0.77534121 0.37888148],[0.4646773  0.79964828 0.3652322 ],[0.34352046 0.84164929 0.77606291],[0.43881139 0.83160263 0.75578809],41,210,Lat pulldown
42,[ 0.32054597  0.40419462 -0.1899868 ],[ 0.48820686  0.51970106 -0.22897162],[ 0.21773146  0.3910208  -0.06160645],[ 0.54529065  0.7397278  -0.05956072],[0.25484243 0.19942327 0.00329851],[0.56306249 0.53074908 0.11865108],[0.3650842  0.83143276 0.01289876],[ 0.45886284  0.86714542 -0.0127986 ],[0.36522093 0.78905189 0.36678469],[0.46078712 0.82621574 0.36152792],[0.34071118 0.86434096 0.74206901],[0.42975512 0.85298866 0.73354584],42,210,Lat pulldown
43,[ 0.32028812  0.40263057 -0.18718338],[ 0.48448735  0.52054542 -0.22358033],[ 0.21818361  0.38573319 -0.06916266],[ 0.55424565  0.72501695 -0.07099083],[ 0.25487846  0.19091435 -0.01027975],[0.56652433 0.51223439 0.09005615],[0.36468121 0.8295092  0.01141056],[ 0.45539162  0.86455196 -0.01129292],[0.36205652 0.80765808 0.35988751],[0.46145639 0.85731202 0.35069329],[0.33813375 0.88530058 0.72100806],[0.4389444  0.88445252 0.70744348],43,210,Lat pulldown
44,[ 0.32000664  0.40060785 -0.18493231],[ 0.48399469  0.52166587 -0.2164856 ],[ 0.21938176  0.38032311 -0.0690625 ],[ 0.55794209  0.70994341 -0.0701929 ],[ 0.25532827  0.18270372 -0.01015997],[0.56738073 0.4933835  0.0972838 ],[0.3636741  0.82838255 0.01154406],[ 0.45519984  0.86382544 -0.0114307 ],[0.35732862 0.81610239 0.36056075],[0.48826066 0.86180156 0.34272781],[0.3370471  0.89152563 0.72097033],[0.48559761 0.89126152 0.7025131 ],44,210,Lat pulldown
45,[ 0.31980768  0.40042537 -0.18577933],[ 0.48339522  0.52215582 -0.21569449],[ 0.22035401  0.3788209  -0.06784904],[ 0.55883127  0.70501721 -0.06644162],[ 0.25555024  0.18257283 -0.00507666],[0.56782973 0.48974514 0.09872553],[0.36349061 0.82846087 0.01148784],[ 0.45541587  0.86376792 -0.01138944],[0.3543978  0.81812274 0.36260143],[0.49375206 0.86028951 0.34501904],[0.33656627 0.89212602 0.72860646],[0.49265721 0.89183831 0.71047801],45,210,Lat pulldown
46,[ 0.31878954  0.40223911 -0.18655315],[ 0.48376939  0.52311897 -0.21404058],[ 0.2205071   0.37595212 -0.06825759],[ 0.5643453   0.69371569 -0.06424224],[ 0.25558186  0.18145798 -0.0050813 ],[0.57049239 0.48035997 0.10159735],[0.3631722  0.82808554 0.01158009],[ 0.45554408  0.8622393  -0.01148849],[0.35168934 0.81886566 0.36231872],[0.49924847 0.85571706 0.34452876],[0.33684927 0.8923226  0.72796047],[0.49575266 0.89282709 0.70993841],46,210,Lat pulldown
47,[ 0.31805101  0.40456134 -0.18617173],[ 0.48296443  0.52285886 -0.21326245],[ 0.22106841  0.37173671 -0.06916533],[ 0.57207006  0.66555882 -0.08036959],[ 0.25622144  0.17395429 -0.00536682],[0.58213973 0.44099751 0.05234991],[0.36295828 0.82700336 0.01413047],[ 0.45561472  0.86165774 -0.01412376],[0.34922406 0.81946164 0.36325127],[0.50656956 0.85315281 0.34083927],[0.33732665 0.89462489 0.72645825],[0.50513256 0.89904529 0.70081216],47,210,Lat pulldown
48,[ 0.31565985  0.40464997 -0.18770102],[ 0.48304734  0.52062225 -0.2204275 ],[ 0.22103356  0.36330128 -0.07305412],[ 0.58027065  0.64194518 -0.08857091],[ 0.25692102  0.15848123 -0.01583033],[0.58875    0.42130607 0.05435467],[0.36100742 0.82639223 0.02086798],[ 0.45580289  0.85931569 -0.02104581],[0.34477669 0.82143021 0.38472912],[0.54428285 0.81822699 0.32902303],[0.33864796 0.89844674 0.74896258],[0.53036666 0.90069664 0.7036826 ],48,210,Lat pulldown
49,[ 0.31460163  0.404771   -0.19019142],[ 0.48417175  0.51581031 -0.22789741],[ 0.22105458  0.35786206 -0.06446085],[ 0.58664608  0.61879069 -0.08480009],[0.25716689 0.15513945 0.01444615],[0.59619516 0.40744394 0.0793421 ],[0.36035159 0.82240528 0.02285252],[ 0.45646498  0.85141838 -0.02311455],[0.33806419 0.82242668 0.42028573],[0.54255182 0.79892129 0.34053704],[0.33992487 0.89840114 0.80247152],[0.57225579 0.89754206 0.74677664],49,210,Lat pulldown
50,[ 0.31357354  0.40478218 -0.19331802],[ 0.4857938   0.51530886 -0.23940907],[ 0.22115794  0.35514906 -0.05996328],[ 0.58693779  0.61514872 -0.09217587],[0.25740531 0.15334338 0.02139371],[0.59836179 0.40701458 0.07057395],[0.36029679 0.81752074 0.02418289],[ 0.45749721  0.8455736  -0.02449278],[0.33928871 0.82204789 0.4217543 ],[0.54578483 0.79148424 0.34731066],[0.34001002 0.89872038 0.80223113],[0.5744592  0.89627558 0.75357407],50,210,Lat pulldown
51,[ 0.31313279  0.4052493  -0.19331846],[ 0.48752806  0.51343203 -0.23737359],[ 0.22120403  0.35534784 -0.06166213],[ 0.59034801  0.60009307 -0.09563366],[0.2573646  0.15316871 0.00125067],[0.60079789 0.39489803 0.05075719],[0.3602314  0.81795233 0.02574875],[ 0.45774281  0.84536558 -0.02611286],[0.33942187 0.8122586  0.41648409],[0.54389495 0.77473772 0.34628958],[0.33992863 0.89743799 0.79670131],[0.54992509 0.88232869 0.74922556],51,210,Lat pulldown
