,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,frame_id,video_id,exercise_label
10,[ 0.59843659  0.65960914 -0.69414639],[ 0.33296597  0.67436564 -0.6736185 ],[ 0.73252106  0.67292869 -0.51554906],[ 0.22442468  0.67358285 -0.4724299 ],[ 0.64382541  0.8934204  -0.52639419],[ 0.30420604  0.89226705 -0.49745783],[ 0.55134493  0.61273158 -0.01861195],[0.41300383 0.62886751 0.01867967],[0.52497584 0.52766591 0.54751313],[0.43765888 0.50746483 0.56943303],[0.51750821 0.41715595 1.13640594],[0.458592   0.4403778  1.16609251],10,90,Push-up
11,[ 0.60216057  0.73681062 -0.55381793],[ 0.33346903  0.74871451 -0.56556195],[ 0.73504919  0.68359846 -0.3962881 ],[ 0.22192833  0.67282563 -0.36635989],[ 0.64425182  0.89318061 -0.42838094],[ 0.3024973   0.89230508 -0.38483033],[ 0.55534309  0.59165317 -0.01805269],[0.41958115 0.59902459 0.0182203 ],[0.52898324 0.5537644  0.52479589],[0.44699594 0.54979968 0.54671788],[0.52014631 0.42397124 1.01634932],[0.47788662 0.43472418 1.07215476],11,90,Push-up
12,[ 0.6016382   0.74092674 -0.47951439],[ 0.33292037  0.75934547 -0.49425742],[ 0.73610383  0.68322408 -0.30460283],[ 0.21661715  0.67442876 -0.29648092],[ 0.64509612  0.89268053 -0.31929821],[ 0.30135858  0.89374059 -0.29192552],[ 0.55496305  0.59532547 -0.01593538],[0.41992509 0.60263878 0.01573461],[0.53129929 0.54870093 0.49559739],[0.45092088 0.55596352 0.50117564],[0.5225476  0.4340902  0.95463884],[0.48432475 0.44670501 0.99409688],12,90,Push-up
13,[ 0.60131413  0.74114281 -0.4336645 ],[ 0.33325204  0.75755227 -0.45206478],[ 0.73270738  0.68595421 -0.25370118],[ 0.2176152   0.67465359 -0.25771174],[ 0.64384437  0.89279002 -0.26666009],[ 0.30133808  0.89571571 -0.24914415],[ 0.55522245  0.60012293 -0.01507314],[0.42113292 0.60807806 0.01465113],[0.53181821 0.54740882 0.47528699],[0.45294389 0.55370384 0.48001835],[0.52402979 0.42442673 0.91444695],[0.48791772 0.44010946 0.95095158],13,90,Push-up
14,[ 0.60105669  0.72338754 -0.54173267],[ 0.33387414  0.74442893 -0.54876733],[ 0.73602319  0.68620574 -0.3740308 ],[ 0.21849838  0.67526358 -0.37113497],[ 0.64375877  0.89268172 -0.40183941],[ 0.30051082  0.89560056 -0.37408122],[ 0.55299747  0.59827656 -0.00896016],[0.4207637  0.60527164 0.00850833],[0.52725953 0.53509897 0.46063   ],[0.45171279 0.54941344 0.45815641],[0.52379495 0.43481481 0.90638185],[0.48403326 0.45287177 0.9316197 ],14,90,Push-up
15,[ 0.60095942  0.69828498 -0.58468568],[ 0.33445838  0.7117486  -0.58364743],[ 0.73933476  0.68408912 -0.42649645],[ 0.21682498  0.67413741 -0.41896152],[ 0.64384192  0.89157653 -0.43827537],[ 0.29958859  0.88838613 -0.42396703],[ 0.55054939  0.56863177 -0.00323398],[0.42044672 0.57366997 0.00293415],[0.5315665  0.49684459 0.44589505],[0.45103389 0.52428955 0.44225237],[0.52246201 0.42124525 0.88952678],[0.48348182 0.43267161 0.90774673],15,90,Push-up
16,[ 0.6009922   0.67707521 -0.58416665],[ 0.33479565  0.69108284 -0.58230025],[ 0.73811597  0.68637764 -0.41967049],[ 0.21750927  0.67597848 -0.41330329],[ 0.64349663  0.89402205 -0.42382434],[ 0.2996622   0.88467681 -0.41669974],[ 0.5478462   0.58763492 -0.00205735],[0.41857108 0.5914675  0.00170802],[0.53462863 0.50660008 0.41488874],[0.44735149 0.50050431 0.41533431],[0.52274877 0.41603503 0.8088246 ],[0.47951016 0.42433304 0.82015169],16,90,Push-up
17,[ 0.60104686  0.61617005 -0.78941727],[ 0.33617747  0.61897063 -0.77596337],[ 0.73565525  0.68456382 -0.59551489],[ 0.21953191  0.67552221 -0.56791657],[ 0.6452896   0.89504582 -0.49820516],[ 0.29971838  0.88507241 -0.46857744],[ 0.54791111  0.69964874 -0.00257213],[0.41762114 0.71971506 0.00225404],[0.53477931 0.63454694 0.53635556],[0.44249296 0.59932643 0.53326797],[0.52319127 0.48702416 1.05922246],[0.46980131 0.51889682 1.0465039 ],17,90,Push-up
18,[ 0.59967077  0.57434791 -0.71386749],[ 0.3386516   0.57513916 -0.69729501],[ 0.73452151  0.68338484 -0.58475041],[ 0.22274676  0.68108344 -0.53716695],[ 0.64545989  0.89519083 -0.552674  ],[ 0.30073678  0.8856858  -0.49146   ],[ 0.54628837  0.71977943 -0.01102235],[0.4177011  0.72866118 0.01109694],[0.52951628 0.70076913 0.48571643],[0.44251567 0.68937814 0.52763855],[0.51138759 0.62910795 1.00720489],[0.45973215 0.61532915 1.02955317],18,90,Push-up
19,[ 0.59921741  0.56823945 -0.76543289],[ 0.34015971  0.56818086 -0.73836708],[ 0.73349512  0.6777097  -0.63529211],[ 0.2279719   0.68261141 -0.56864518],[ 0.64603591  0.89573723 -0.62174642],[ 0.30190474  0.88620836 -0.53357911],[ 0.54759341  0.74427086 -0.01488945],[0.41779298 0.74015439 0.01508197],[0.53573823 0.74051285 0.52392113],[0.44797742 0.74203664 0.5543865 ],[0.51331073 0.67491519 1.09354985],[0.46039832 0.6601212  1.12025464],19,90,Push-up
20,[ 0.59929156  0.53770721 -0.75871044],[ 0.34044012  0.52700436 -0.72077048],[ 0.73047274  0.67568415 -0.65808028],[ 0.23734108  0.67978102 -0.58541644],[ 0.64612329  0.89572799 -0.66877347],[ 0.30414388  0.8867597  -0.59832609],[ 0.5476386   0.72779512 -0.01958512],[0.41786385 0.71666181 0.01970292],[0.54185224 0.70051229 0.51050818],[0.45256773 0.71077847 0.55215299],[0.51587933 0.63638151 1.06348109],[0.46118549 0.62274015 1.11323428],20,90,Push-up
21,[ 0.59915173  0.50956595 -0.79490572],[ 0.34184664  0.49424264 -0.78871447],[ 0.72322869  0.67026639 -0.71570855],[ 0.24067315  0.66907138 -0.68657041],[ 0.64697832  0.89818186 -0.77278602],[ 0.30646238  0.88826901 -0.71861523],[ 0.54772198  0.71276802 -0.01857439],[0.41890544 0.70643985 0.01865178],[0.54545534 0.69863951 0.57830393],[0.45207462 0.71595335 0.5892309 ],[0.51697046 0.64397597 1.20723855],[0.45965561 0.62871557 1.22908914],21,90,Push-up
22,[ 0.59834576  0.46821007 -0.78447109],[ 0.34207326  0.46297681 -0.78395134],[ 0.71242988  0.65962809 -0.70488447],[ 0.24912257  0.6618036  -0.7036323 ],[ 0.64752769  0.89753342 -0.78070271],[ 0.30794927  0.88843995 -0.76175076],[ 0.54575986  0.68700051 -0.01576143],[0.41908896 0.68189615 0.01559963],[0.54527116 0.68530798 0.5974077 ],[0.44655988 0.69700378 0.59488392],[0.51494193 0.644481   1.23816943],[0.45120218 0.6238482  1.24475372],22,90,Push-up
23,[ 0.59780985  0.43035093 -0.79774868],[ 0.34457412  0.42324612 -0.80657071],[ 0.70006502  0.6468333  -0.74811321],[ 0.26091737  0.64343554 -0.78284764],[ 0.64696175  0.89777648 -0.8564958 ],[ 0.30902272  0.88839471 -0.87659341],[ 0.54442704  0.65532488 -0.01068207],[0.41936561 0.65289748 0.01020252],[0.53967613 0.67803746 0.63352555],[0.43780413 0.69170403 0.61874986],[0.51489651 0.6284917  1.30758703],[0.44695833 0.61353952 1.30387664],23,90,Push-up
24,[ 0.59474343  0.36300173 -0.86142004],[ 0.34881678  0.34408432 -0.85832292],[ 0.6645329   0.62268651 -0.82769394],[ 0.2911503   0.61436844 -0.85739815],[ 0.64559257  0.89780641 -0.92349464],[ 0.31070697  0.8884595  -0.96298301],[ 0.54307145  0.63113987 -0.00499488],[0.41939843 0.62182343 0.00429025],[0.53763801 0.65993237 0.67249876],[0.41926628 0.67289692 0.66370583],[0.51672322 0.59160089 1.42492592],[0.43053159 0.57219106 1.41939473],24,90,Push-up
25,[ 0.59366184  0.35452422 -0.89489555],[ 0.35064876  0.33994046 -0.89029235],[ 0.66022795  0.62017846 -0.85788816],[ 0.29607522  0.61045575 -0.87871063],[ 0.64508337  0.89780003 -0.97265071],[ 0.31118125  0.88854408 -1.00684488],[ 0.54274017  0.63050544 -0.00307636],[0.41956508 0.61881757 0.00236778],[0.53965122 0.66137505 0.70145994],[0.41745472 0.67156303 0.6878711 ],[0.52479905 0.60067201 1.49252808],[0.42128524 0.57932836 1.48328578],25,90,Push-up
26,[ 0.59101951  0.32884854 -0.8677057 ],[ 0.35404316  0.31262359 -0.87528902],[ 0.64377326  0.60973918 -0.87243909],[ 0.31328669  0.61446768 -0.8929072 ],[ 0.64490497  0.89778715 -1.00061274],[ 0.31178761  0.88900197 -1.00252521],[ 0.54212028  0.61572099 -0.00089368],[4.19671148e-01 6.00052834e-01 1.78736547e-04],[0.53729761 0.62597132 0.67496818],[0.41512501 0.66202891 0.65481299],[0.52364427 0.56317282 1.42675233],[0.41764334 0.54550207 1.4120127 ],26,90,Push-up
27,[ 0.58819228  0.3085551  -0.85001355],[ 0.35503998  0.30042273 -0.85656631],[ 0.62807107  0.59604007 -0.87860268],[ 0.33365238  0.61436045 -0.89352721],[ 0.64279753  0.89738089 -1.00488448],[ 0.31367204  0.88896912 -1.00239801],[ 0.54112029  0.6092785  -0.00155131],[0.42092511 0.5925619  0.00088142],[0.53673339 0.63010311 0.66428149],[0.41956708 0.65103203 0.64233667],[0.5242312  0.55047971 1.39008117],[0.42565873 0.53295058 1.37928081],27,90,Push-up
28,[ 0.58256233  0.29240122 -0.78163725],[ 0.35908648  0.28037307 -0.80477726],[ 0.61004132  0.58941102 -0.83145702],[ 0.34855801  0.60633636 -0.85769618],[ 0.63940549  0.89723486 -0.95379227],[ 0.31831497  0.89214963 -0.95260751],[ 0.53915334  0.60348457 -0.00171948],[0.42275864 0.58899897 0.00103864],[0.53526402 0.63282347 0.60511655],[0.4202179  0.64823222 0.58058727],[0.52447194 0.55628163 1.24749219],[0.43258584 0.54058444 1.23556435],28,90,Push-up
29,[ 0.5811612   0.28963113 -0.7677514 ],[ 0.35957864  0.27705228 -0.78407949],[ 0.61037832  0.59182221 -0.82909006],[ 0.34450623  0.6045239  -0.84876841],[ 0.6395303   0.89587218 -0.95148069],[ 0.31779006  0.89485306 -0.94616485],[ 0.53864789  0.60163808 -0.0060683 ],[0.42280295 0.58656591 0.00540615],[0.53501856 0.63798261 0.57767522],[0.42144787 0.6467762  0.57191098],[0.52350295 0.57035446 1.21069503],[0.4320769  0.54560971 1.21463275],29,90,Push-up
30,[ 0.5814817   0.29893914 -0.8000353 ],[ 0.3608079   0.2853938  -0.81969851],[ 0.61995161  0.59181309 -0.85559863],[ 0.34002781  0.60325992 -0.88109761],[ 0.63967925  0.8958059  -0.98503911],[ 0.31729782  0.89500457 -0.98954827],[ 0.53797287  0.60755908 -0.00635286],[0.4230341  0.58815694 0.00566734],[0.53507614 0.63855338 0.61357957],[0.4217388  0.64654106 0.60652506],[0.5219875  0.59337801 1.31058753],[0.4324097  0.56496698 1.30685079],30,90,Push-up
31,[ 0.58169925  0.3015905  -0.80712217],[ 0.36162966  0.28545099 -0.82128972],[ 0.62150955  0.59266627 -0.85619068],[ 0.33886805  0.60114324 -0.87728268],[ 0.63971323  0.89568102 -0.98402315],[ 0.31698513  0.89509159 -0.98531711],[ 0.53751099  0.61061341 -0.00669586],[0.42330414 0.58849216 0.00599292],[0.53512126 0.63890249 0.62170202],[0.42214397 0.64684576 0.61387748],[0.51978159 0.6021142  1.31923854],[0.43295744 0.57220566 1.31850243],31,90,Push-up
32,[ 0.58200586  0.32284302 -0.77338707],[ 0.36084655  0.30594176 -0.77295202],[ 0.62896627  0.59458578 -0.81001508],[ 0.33173114  0.6029765  -0.8626979 ],[ 0.64009976  0.89568853 -0.95599294],[ 0.31574389  0.89501888 -0.94065231],[ 0.53864366  0.63122952 -0.0067224 ],[0.42584455 0.59781247 0.00602911],[0.53513724 0.6567142  0.62005937],[0.42243797 0.65481538 0.62041146],[0.52528912 0.60733604 1.31008029],[0.43333647 0.59515792 1.30843651],32,90,Push-up
33,[ 0.58494955  0.32678741 -0.77604908],[ 0.35812169  0.31228164 -0.77945983],[ 0.65227354  0.5971778  -0.8084389 ],[ 0.30305472  0.60493517 -0.84305471],[ 0.64063483  0.89613241 -0.93810433],[ 0.31333914  0.89435714 -0.94048476],[ 0.53875744  0.64472771 -0.00674285],[0.42518404 0.61897373 0.00605828],[0.53333974 0.67521697 0.6359176 ],[0.42088905 0.65625244 0.64384836],[0.52880132 0.61286491 1.34778595],[0.43284568 0.6037178  1.35013843],33,90,Push-up
34,[ 0.5879541   0.36747092 -0.81644607],[ 0.35079762  0.36152962 -0.80137986],[ 0.67160976  0.60906273 -0.80799419],[ 0.27929688  0.61565828 -0.83533019],[ 0.64100236  0.89781928 -0.92846024],[ 0.31201226  0.89437622 -0.94183075],[ 0.53947431  0.65856731 -0.00675231],[0.42454568 0.63534373 0.00607042],[0.53555089 0.67290354 0.67428273],[0.42624998 0.65622115 0.67122817],[0.52978086 0.62823975 1.40874565],[0.43400994 0.61751831 1.41695642],34,90,Push-up
35,[ 0.59092987  0.42217562 -0.80570179],[ 0.34518856  0.41168571 -0.76729637],[ 0.68513358  0.62475574 -0.72533667],[ 0.2656323   0.63688207 -0.73515761],[ 0.64177519  0.89911592 -0.7912932 ],[ 0.31037334  0.89478981 -0.83748734],[ 0.54199082  0.69558293 -0.01005251],[0.42463595 0.67688918 0.00949175],[0.53734434 0.69899589 0.65432471],[0.43657616 0.72395843 0.65484661],[0.52828574 0.66358227 1.35888982],[0.44948539 0.65080249 1.36715853],35,90,Push-up
36,[ 0.59575027  0.46219173 -0.80603528],[ 0.33784899  0.46748564 -0.7738955 ],[ 0.70100248  0.63744199 -0.72713369],[ 0.25601426  0.65501946 -0.68960863],[ 0.64201981  0.90102273 -0.79949111],[ 0.30842888  0.89470637 -0.74964958],[ 0.54976523  0.71283257 -0.01569938],[0.42767724 0.69511306 0.01543095],[0.54449123 0.71839219 0.6233409 ],[0.45071962 0.74890423 0.63891953],[0.53487659 0.68084919 1.28772867],[0.466609   0.67879325 1.31182325],36,90,Push-up
37,[ 0.5973894   0.46893501 -0.80794442],[ 0.3357617   0.47467047 -0.77722043],[ 0.70490146  0.64143753 -0.72759497],[ 0.25466722  0.65886134 -0.6819942 ],[ 0.64220297  0.90115672 -0.80000228],[ 0.3081184   0.89422858 -0.74587464],[ 0.55288851  0.70664376 -0.01654526],[0.42883343 0.68678123 0.01633717],[0.55259079 0.7126537  0.61492038],[0.45618725 0.73558277 0.62654042],[0.53958499 0.66666532 1.27326989],[0.47047549 0.66488242 1.29322195],37,90,Push-up
38,[ 0.5969314   0.49579853 -0.80729109],[ 0.33204886  0.51135385 -0.76914781],[ 0.71274674  0.64623111 -0.69783604],[ 0.24503396  0.66901684 -0.61964345],[ 0.64234871  0.90111572 -0.73645627],[ 0.30653593  0.89393049 -0.64075303],[ 0.55550116  0.72326791 -0.01916527],[0.42933851 0.71898049 0.01920099],[0.55330014 0.72968465 0.57147431],[0.45827159 0.75877053 0.59869981],[0.54224437 0.69493979 1.20231259],[0.47872373 0.69353026 1.22729731],38,90,Push-up
39,[ 0.59882456  0.58660269 -0.68919522],[ 0.33015251  0.60914135 -0.65770602],[ 0.72442144  0.6566304  -0.52032399],[ 0.23203015  0.67958242 -0.45191273],[ 0.64254105  0.89920175 -0.49565092],[ 0.30374962  0.89392263 -0.43644941],[ 0.55449575  0.70610011 -0.01832286],[0.42449552 0.70253587 0.01845259],[0.54876131 0.56627834 0.48238435],[0.45532581 0.55348682 0.51126099],[0.52723807 0.41032031 0.9617843 ],[0.46583039 0.41262406 0.98331136],39,90,Push-up
40,[ 0.59865421  0.6407848  -0.70889533],[ 0.32986462  0.65060341 -0.6855517 ],[ 0.72731227  0.66772783 -0.54610169],[ 0.22413354  0.67680448 -0.48571509],[ 0.64255702  0.89771128 -0.5512163 ],[ 0.3020511   0.88802373 -0.50528502],[ 0.55488235  0.62697721 -0.01771441],[0.42384559 0.63898629 0.0177871 ],[0.54500836 0.52749068 0.50147307],[0.44502887 0.49229684 0.54523104],[0.52371132 0.402172   1.12651813],[0.46388686 0.41500497 1.1500417 ],40,90,Push-up
41,[ 0.59845299  0.6724456  -0.69473511],[ 0.33093536  0.68919414 -0.68769461],[ 0.73203909  0.68360656 -0.53665763],[ 0.21549028  0.67744786 -0.50223529],[ 0.64257872  0.89781088 -0.57863301],[ 0.30133113  0.88446307 -0.54644722],[ 0.5544408   0.57743305 -0.01242594],[0.42252603 0.57965952 0.01213836],[0.53829402 0.52997285 0.51657122],[0.44475338 0.50779712 0.55645961],[0.52491814 0.41046765 1.13980138],[0.46379444 0.42661622 1.17785299],41,90,Push-up
42,[ 0.59574676  0.71120989 -0.54361224],[ 0.33052328  0.73375899 -0.55820537],[ 0.73020136  0.68470359 -0.38629282],[ 0.21364573  0.68100333 -0.38194376],[ 0.64239919  0.89475095 -0.42664191],[ 0.3002367   0.88597596 -0.40052804],[ 0.55355084  0.5890457  -0.00970959],[0.42254505 0.59567189 0.00910898],[0.54221833 0.50667483 0.49650812],[0.44509044 0.5350917  0.50714171],[0.52479398 0.42439815 0.96099663],[0.46280038 0.41228771 1.00410318],42,90,Push-up
43,[ 0.59348309  0.71363014 -0.5420754 ],[ 0.32945281  0.73716402 -0.54927003],[ 0.7270515   0.68637902 -0.38538107],[ 0.21260747  0.68224877 -0.38223171],[ 0.64009029  0.89466566 -0.41855091],[ 0.29916972  0.88880163 -0.39545709],[ 0.54808933  0.58883387 -0.00764977],[0.42070773 0.59731597 0.00702073],[0.54195219 0.50126791 0.44992906],[0.44500512 0.53129637 0.45473114],[0.52492344 0.42301318 0.87284833],[0.46196967 0.41766021 0.90563732],43,90,Push-up
44,[ 0.59272128  0.73176515 -0.47063151],[ 0.33003983  0.75685173 -0.47583708],[ 0.72749335  0.69048107 -0.31167614],[ 0.21440454  0.68092    -0.30386794],[ 0.64011967  0.8959676  -0.32719019],[ 0.29926446  0.89170676 -0.30288279],[ 0.54810697  0.58507377 -0.00777101],[0.42025167 0.60428989 0.00716756],[0.54215592 0.50745338 0.42157754],[0.44589755 0.54003632 0.42006972],[0.52585661 0.4238326  0.80850685],[0.46166536 0.42785466 0.83835351],44,90,Push-up
45,[ 0.59275883  0.73857301 -0.47164294],[ 0.33045357  0.75673199 -0.48153087],[ 0.72759366  0.69241601 -0.31564134],[ 0.21613431  0.67968142 -0.31242016],[ 0.64018995  0.89692134 -0.332982  ],[ 0.2990844   0.8921569  -0.30993181],[ 0.54808909  0.58752787 -0.0078195 ],[0.41907781 0.60643935 0.00721963],[0.54623544 0.51720893 0.41250977],[0.44605592 0.54100549 0.40918207],[0.52602017 0.42434615 0.79284167],[0.46110314 0.43790567 0.81853902],45,90,Push-up
46,[ 0.59262747  0.69299901 -0.55675358],[ 0.33077124  0.71515399 -0.55804908],[ 0.73091823  0.69088167 -0.41423732],[ 0.21774162  0.68000013 -0.4000265 ],[ 0.64053166  0.89693093 -0.43226779],[ 0.29928106  0.88497287 -0.41229492],[ 0.54698318  0.58055323 -0.00564701],[0.41909733 0.58673698 0.005163  ],[0.52636993 0.50708753 0.42964271],[0.44529727 0.50981498 0.43058398],[0.52217138 0.41629174 0.85154599],[0.46470374 0.43006173 0.87333781],46,90,Push-up
47,[ 0.59271443  0.68087429 -0.58550847],[ 0.33416301  0.69755393 -0.56600994],[ 0.72850335  0.68873012 -0.44115746],[ 0.22000808  0.67983043 -0.4241468 ],[ 0.64272702  0.89655972 -0.4519853 ],[ 0.29884961  0.88199514 -0.43112537],[ 0.5465861   0.60147685 -0.00532319],[0.41897359 0.61100644 0.00488534],[0.53759956 0.51914221 0.41477263],[0.43608573 0.49839044 0.41284111],[0.52188563 0.40886387 0.79211962],[0.46739462 0.42309442 0.79895765],47,90,Push-up
48,[ 0.59240741  0.64457655 -0.72550416],[ 0.33421764  0.65200311 -0.70552009],[ 0.73071945  0.68849176 -0.55269331],[ 0.22120923  0.67932665 -0.51768053],[ 0.64600354  0.89657474 -0.46920377],[ 0.29898357  0.88242447 -0.45153019],[ 0.55157715  0.65696537 -0.00599168],[0.42027184 0.67642874 0.00570728],[0.54500419 0.53536916 0.43754339],[0.43516624 0.51146203 0.44757414],[0.52525061 0.41379058 0.88458121],[0.48236516 0.43244421 0.88299376],48,90,Push-up
49,[ 0.59231669  0.63007289 -0.76752263],[ 0.3342939   0.6436258  -0.74395043],[ 0.73033851  0.68598229 -0.5986315 ],[ 0.222009    0.68039978 -0.5603888 ],[ 0.6458742   0.89608836 -0.54899466],[ 0.29903319  0.88294381 -0.52692664],[ 0.5515238   0.65797669 -0.00610807],[0.41917747 0.6756224  0.00580584],[0.54722816 0.54425865 0.53592139],[0.43427414 0.52234364 0.54952252],[0.52527446 0.41551667 1.05707216],[0.47864708 0.42895666 1.06330574],49,90,Push-up
50,[ 0.59142452  0.59564328 -0.77261978],[ 0.33430609  0.60594881 -0.74970955],[ 0.73001593  0.6777606  -0.62224078],[ 0.22482449  0.68204147 -0.57373768],[ 0.64577848  0.89600611 -0.55915248],[ 0.29942897  0.88677329 -0.51782823],[ 0.54987687  0.66671067 -0.00879788],[0.41920996 0.69229323 0.0088112 ],[0.54697388 0.59997976 0.51824981],[0.44113782 0.59264147 0.54496372],[0.52658713 0.49214676 1.03185952],[0.4759261  0.50868917 1.05385947],50,90,Push-up
51,[ 0.59069574  0.5554539  -0.73224235],[ 0.3343384   0.56701064 -0.71575379],[ 0.72378772  0.66540372 -0.63790888],[ 0.2326432   0.68654704 -0.57893306],[ 0.64660078  0.89602506 -0.6295473 ],[ 0.30132064  0.88732636 -0.54547226],[ 0.54981095  0.68557066 -0.01124752],[0.41912442 0.68985987 0.01138593],[0.54605049 0.60242027 0.51038241],[0.44152683 0.60691148 0.536147  ],[0.52372295 0.51120484 1.00706589],[0.47000793 0.51563042 1.03114676],51,90,Push-up
