,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,frame_id,video_id,exercise_label
10,[0.49036127 0.3995634  0.06494976],[ 0.32254359  0.34800541 -0.28062519],[0.50928271 0.65110278 0.06759865],[ 0.2709814   0.59755039 -0.312657  ],[ 0.51405072  0.62330782 -0.19014983],[ 0.40918094  0.63606685 -0.30671805],[0.39816007 0.88553131 0.08588547],[ 0.29954487  0.86637783 -0.084586  ],[0.38570163 1.20894003 0.11709244],[0.29737794 1.212955   0.1354335 ],[0.36119565 1.49460113 0.31852829],[0.27231279 1.50293601 0.4310877 ],10,150,Tricep Pushdown
11,[0.48894793 0.39895144 0.06688818],[ 0.3225674   0.35107201 -0.28443438],[0.5086289  0.64960408 0.07923675],[ 0.27050915  0.60138339 -0.32027978],[ 0.51213062  0.64254642 -0.1862154 ],[ 0.40431559  0.67843449 -0.30861929],[0.39873174 0.8838343  0.09166241],[ 0.30069196  0.86914325 -0.09055381],[0.38959524 1.21067166 0.15817447],[0.30385357 1.22207487 0.12425683],[0.36735043 1.49679458 0.37202516],[0.27829117 1.51451707 0.37599581],11,150,Tricep Pushdown
12,[0.48703745 0.39792633 0.04349085],[ 0.3221657   0.35441837 -0.29459658],[0.49522954 0.58373564 0.14949386],[ 0.26988256  0.60421228 -0.3277894 ],[0.50689584 0.66656882 0.01230343],[ 0.4006727   0.71560603 -0.31025803],[0.39882129 0.88203377 0.09104285],[ 0.30213115  0.87062818 -0.09001162],[0.38992146 1.20598078 0.15620279],[0.30659041 1.2175045  0.11532413],[0.36850771 1.48812628 0.36890596],[0.28242537 1.5051614  0.36155599],12,150,Tricep Pushdown
13,[0.48345363 0.39578548 0.00181875],[ 0.32223135  0.35773876 -0.32853314],[0.48914471 0.55933499 0.23875599],[ 0.26983166  0.60760087 -0.34706652],[0.50356174 0.69899696 0.25894967],[ 0.39427334  0.74355024 -0.3335273 ],[0.3980321  0.87985253 0.08851976],[ 0.30574641  0.86935091 -0.08780275],[0.38979301 1.18998516 0.17217083],[0.30798027 1.20902967 0.11224667],[0.36783811 1.46160793 0.38472107],[0.28722385 1.47945178 0.37059602],13,150,Tricep Pushdown
14,[0.48004752 0.3954047  0.00503728],[ 0.32208055  0.35793957 -0.33666125],[0.4824667  0.55624944 0.27410465],[ 0.26981461  0.60932118 -0.36093566],[0.49725726 0.70615488 0.32873362],[ 0.37865508  0.7714774  -0.3631956 ],[0.39443648 0.87935573 0.08847032],[ 0.30623958  0.8682434  -0.0877712 ],[0.38477066 1.18861103 0.18094803],[0.30577183 1.20726049 0.09673923],[0.3626599  1.45706868 0.38205591],[0.28707093 1.47692108 0.32962066],14,150,Tricep Pushdown
15,[0.4775508  0.39580905 0.00773143],[ 0.32142931  0.35774344 -0.31794852],[0.48275796 0.56241101 0.26491523],[ 0.27019873  0.60975486 -0.35309449],[0.49731311 0.73187679 0.26548621],[ 0.36715806  0.79799759 -0.37090585],[0.39202434 0.87859458 0.09106613],[ 0.30647773  0.86943638 -0.09054242],[0.38267899 1.18964124 0.20034803],[0.3039214  1.21206212 0.05325276],[0.36041433 1.45744419 0.41803399],[0.28640831 1.48807943 0.2452576 ],15,150,Tricep Pushdown
16,[0.47778434 0.39648637 0.02318454],[ 0.32006487  0.35764548 -0.28453636],[0.48349947 0.56412941 0.22122975],[ 0.27027357  0.61425519 -0.30358955],[0.49627164 0.76107919 0.20030145],[ 0.35565907  0.81737953 -0.34458643],[0.39140466 0.87968177 0.08761766],[ 0.30705112  0.87295604 -0.08722596],[0.37866023 1.19331598 0.18948826],[0.29999009 1.21488631 0.0339635 ],[0.35771742 1.46041477 0.39094242],[0.28228146 1.49264073 0.19358204],16,150,Tricep Pushdown
17,[0.47720528 0.39763448 0.01129086],[ 0.31870323  0.35833073 -0.32082531],[0.48186487 0.57358885 0.20896626],[ 0.27021474  0.61884618 -0.30789813],[0.48998091 0.7762478  0.19216932],[ 0.3427566   0.8326447  -0.35574573],[0.38660735 0.88502878 0.0873275 ],[ 0.30610168  0.87916875 -0.08697668],[0.37160492 1.19729221 0.20224309],[0.2899417  1.21438897 0.05593375],[0.35089526 1.46358049 0.4121218 ],[0.27079305 1.49170661 0.23116742],17,150,Tricep Pushdown
18,[0.47712582 0.39778021 0.0149221 ],[ 0.31648102  0.36002839 -0.31682938],[0.48007905 0.57659113 0.21519576],[ 0.26996654  0.62663668 -0.32404035],[0.48560426 0.77621746 0.20493963],[ 0.33309406  0.851493   -0.37283152],[0.38578659 0.88920093 0.08721337],[ 0.30605647  0.88632333 -0.08687928],[0.3672511  1.19812691 0.21030185],[0.28579944 1.21263266 0.08737104],[0.34335002 1.46206951 0.42963952],[0.26268163 1.47163522 0.32501611],18,150,Tricep Pushdown
19,[0.47724876 0.39938533 0.01001945],[ 0.31454042  0.36053002 -0.31545898],[0.48084262 0.58446974 0.20436031],[ 0.26987255  0.62539214 -0.32869342],[0.48121637 0.78635782 0.16153339],[ 0.32093573  0.85997528 -0.4042255 ],[0.39043632 0.88827133 0.08535932],[ 0.30854002  0.88742137 -0.08504131],[0.36767361 1.20047545 0.21808235],[0.28724673 1.21214688 0.08762921],[0.34415895 1.46367049 0.46408722],[0.26382396 1.47199488 0.32720935],19,150,Tricep Pushdown
20,[ 0.47699419  0.40027755 -0.00551021],[ 0.31235966  0.36127436 -0.33928868],[0.48131454 0.58487695 0.19949909],[ 0.26977414  0.62541282 -0.36423486],[0.48016965 0.78700018 0.16990446],[ 0.31272069  0.86952049 -0.44044784],[0.39327189 0.88629431 0.08423039],[ 0.30882081  0.88687623 -0.08390732],[0.36833569 1.20023346 0.22254731],[0.28800252 1.21176302 0.09371498],[0.34439275 1.4637289  0.47700754],[0.26447397 1.4720732  0.34392363],20,150,Tricep Pushdown
21,[ 0.47706079  0.40015286 -0.04393939],[ 0.30947053  0.36267608 -0.36758798],[0.48144987 0.58513969 0.18438146],[ 0.26949054  0.62943578 -0.38654581],[0.48092833 0.78635299 0.16895102],[ 0.30355686  0.87863624 -0.44933957],[0.39724609 0.87924349 0.07938504],[ 0.30898151  0.88661337 -0.07896654],[0.3736926  1.18158531 0.21657404],[0.29610628 1.11213684 0.12702945],[0.34928179 1.43720245 0.47045499],[0.26952973 1.43853402 0.41391152],21,150,Tricep Pushdown
22,[ 0.47704124  0.40108082 -0.03806454],[ 0.30786133  0.36291599 -0.35133585],[0.48123297 0.59381789 0.14768688],[ 0.26947927  0.63065493 -0.37978378],[0.48110613 0.7930373  0.11308314],[ 0.29428273  0.88112521 -0.438557  ],[0.39852422 0.87673259 0.07554526],[ 0.30849478  0.88390374 -0.07502939],[0.37417868 1.17996621 0.21173124],[0.29375508 1.13316333 0.11833504],[0.34985456 1.43913817 0.45412058],[0.26958001 1.43980396 0.40716615],22,150,Tricep Pushdown
23,[ 0.47701165  0.40100211 -0.04193113],[ 0.30715981  0.36297378 -0.34437397],[0.48125437 0.59449297 0.14693108],[ 0.26928535  0.63026017 -0.36971807],[0.48117363 0.79102212 0.11982048],[ 0.2870827   0.88317984 -0.43522894],[0.39908436 0.87037015 0.07499308],[ 0.30790487  0.87956178 -0.07444127],[0.37513444 1.15215731 0.21995677],[0.29517829 1.07801461 0.11826245],[0.35009402 1.40627563 0.46407467],[0.27122179 1.412889   0.38142008],23,150,Tricep Pushdown
24,[ 0.47677082  0.40087819 -0.04368525],[ 0.30698007  0.36314401 -0.34657317],[0.48138914 0.59452277 0.14597419],[ 0.26901549  0.63197601 -0.36885062],[0.48114246 0.7922104  0.12519841],[ 0.28347471  0.88606048 -0.42981893],[0.39899495 0.86548048 0.07514682],[ 0.30724472  0.8753112  -0.07458866],[0.37536046 1.14697087 0.22121505],[0.29747286 1.06773591 0.11708613],[0.35046437 1.40281975 0.46177742],[0.27124411 1.41264415 0.35295188],24,150,Tricep Pushdown
25,[ 0.47679135  0.40079665 -0.04221613],[ 0.3065221   0.3638019  -0.35253248],[0.48145398 0.5962674  0.14306657],[ 0.26880836  0.63327771 -0.37250948],[0.48059005 0.79176396 0.12449447],[ 0.28012618  0.88856727 -0.43307441],[0.39903075 0.86416543 0.07499017],[ 0.30623531  0.87416524 -0.07444456],[0.37643906 1.15248299 0.21843536],[0.29877344 1.08317685 0.10135669],[0.35363796 1.40634453 0.45625478],[0.2724511  1.41825116 0.3325865 ],25,150,Tricep Pushdown
26,[ 0.47691372  0.40070465 -0.03613822],[ 0.30623069  0.3645972  -0.34838912],[0.4813228  0.60035771 0.14444289],[ 0.26864514  0.63443273 -0.37236917],[0.48028079 0.79487902 0.12128386],[ 0.27879488  0.88816953 -0.43084136],[0.3994506  0.86385465 0.0744864 ],[ 0.3057943   0.87396181 -0.07395286],[0.37833601 1.15548968 0.21603745],[0.29935923 1.08563244 0.09972863],[0.35638946 1.40829349 0.45568368],[0.27363384 1.42071557 0.33408925],26,150,Tricep Pushdown
27,[ 0.47693112  0.40051642 -0.03285534],[ 0.30555806  0.36539766 -0.34676769],[0.48059493 0.60143411 0.14555383],[ 0.26859906  0.63564545 -0.36812368],[0.47891325 0.79607981 0.11912902],[ 0.27851221  0.88930553 -0.42908871],[0.39998072 0.86351609 0.07412812],[ 0.30568859  0.8739351  -0.07360222],[0.38027775 1.15688336 0.21563463],[0.3006444  1.08738124 0.09967142],[0.3592267  1.41417181 0.45358339],[0.27536902 1.42325115 0.33457005],27,150,Tricep Pushdown
28,[ 0.47694328  0.40049624 -0.0449224 ],[ 0.30486625  0.36612275 -0.34821206],[0.4798297  0.60191309 0.13514557],[ 0.26829869  0.63754028 -0.36780766],[0.47818246 0.79583514 0.10729261],[ 0.27745798  0.89031577 -0.42821318],[0.39994329 0.86265445 0.07358941],[ 0.30507103  0.87340248 -0.07306635],[0.38101801 1.15855217 0.21442311],[0.30060726 1.08551764 0.1163098 ],[0.35931835 1.41814268 0.45926541],[0.27549088 1.42658234 0.38169008],28,150,Tricep Pushdown
29,[ 0.47695744  0.40212816 -0.04966094],[ 0.30338874  0.36773744 -0.35206303],[0.47659627 0.60799176 0.12612696],[ 0.26750985  0.64021027 -0.36819771],[0.47741529 0.79865646 0.09474484],[ 0.27672672  0.88940442 -0.42751655],[0.39792261 0.86309838 0.0737225 ],[ 0.30228788  0.87346077 -0.07319701],[0.37978876 1.14898396 0.22095285],[0.29952952 1.06562519 0.15569852],[0.35584572 1.40164888 0.47489876],[0.27468136 1.40601349 0.46147034],29,150,Tricep Pushdown
30,[ 0.47700045  0.40292758 -0.05577382],[ 0.30261999  0.36787635 -0.35029647],[0.47526398 0.61093152 0.1098363 ],[ 0.26716012  0.63979614 -0.36314937],[0.47721004 0.79774141 0.06189837],[ 0.27701667  0.88723814 -0.4197036 ],[0.39761168 0.86286426 0.07368858],[ 0.30152863  0.87286413 -0.0731465 ],[0.38014886 1.1265924  0.23362568],[0.29925069 1.05807507 0.1794071 ],[0.35515717 1.3724283  0.5047158 ],[0.27539289 1.38400626 0.49668401],30,150,Tricep Pushdown
31,[ 0.47700971  0.404208   -0.05262707],[ 0.3024337   0.36792326 -0.34052622],[0.4741616  0.61409271 0.10048394],[ 0.26671591  0.63963425 -0.35253325],[0.4768236  0.79787403 0.03238472],[ 0.27665341  0.88565153 -0.41312191],[0.39703968 0.86293924 0.07361469],[ 0.30089039  0.87302238 -0.07306229],[0.38015568 1.1306541  0.23226681],[0.29918295 1.05888307 0.16822267],[0.35462025 1.38001871 0.5009079 ],[0.27533692 1.39046192 0.46920389],31,150,Tricep Pushdown
32,[ 0.47699663  0.40507826 -0.06090898],[ 0.30140597  0.36790735 -0.33974937],[0.47420803 0.61557543 0.08110346],[ 0.26631719  0.63953763 -0.35062969],[0.47684774 0.7982145  0.00318828],[ 0.2764563   0.88488948 -0.41031221],[0.39584437 0.86256117 0.07309996],[ 0.29944295  0.87241644 -0.07253119],[0.3800531  1.12836385 0.23277466],[0.29905206 1.05586684 0.17038584],[0.354256   1.3764888  0.50274158],[0.27533165 1.38561392 0.47387984],32,150,Tricep Pushdown
33,[ 0.47692648  0.40509638 -0.07018487],[ 0.3012709   0.36768401 -0.33909708],[0.47436014 0.61527252 0.0867337 ],[ 0.26586688  0.6333459  -0.34621003],[0.47690624 0.79814166 0.03633519],[ 0.27577749  0.8837508  -0.39528403],[0.3947331  0.86125481 0.07221509],[ 0.29832426  0.86944866 -0.07163207],[0.37672004 1.0382539  0.23360971],[0.29773885 1.0528574  0.16747406],[0.35366622 1.36449254 0.50000083],[0.27524933 1.37520039 0.4600769 ],33,150,Tricep Pushdown
34,[ 0.47663921  0.40495408 -0.07670163],[ 0.30089414  0.36752209 -0.34049559],[0.47449771 0.60811669 0.09627131],[ 0.2653873   0.63216066 -0.34774259],[0.47694972 0.79775614 0.08316979],[ 0.27581722  0.88304085 -0.39698166],[0.39258629 0.86118358 0.07178287],[ 0.29743913  0.86797976 -0.07121145],[0.371308   1.03089201 0.24312158],[0.29644564 1.05408919 0.16204116],[0.348995   1.36146975 0.50810343],[0.27240783 1.37376904 0.44791174],34,150,Tricep Pushdown
35,[ 0.47609761  0.4032205  -0.07012472],[ 0.30094671  0.36621642 -0.33655092],[0.47560161 0.59855217 0.10053683],[ 0.2649138   0.62951279 -0.34524393],[0.4772152  0.79753286 0.0835026 ],[ 0.27643603  0.88253379 -0.39639679],[0.39267299 0.8600145  0.07156296],[ 0.2976872   0.86556929 -0.07099678],[0.37093031 1.03529239 0.23876329],[0.29674575 1.05689311 0.13715261],[0.35014346 1.36345971 0.49067745],[0.27246875 1.37458682 0.38845333],35,150,Tricep Pushdown
36,[ 0.47524336  0.40234548 -0.06697359],[ 0.30128622  0.36443514 -0.33916903],[0.47562742 0.59395128 0.12870882],[ 0.2630932   0.62633973 -0.35115173],[0.47724167 0.79572749 0.13097033],[ 0.27652407  0.8814953  -0.40320653],[0.3933827  0.86009836 0.07159755],[ 0.30016682  0.8659873  -0.07103051],[0.3733404  1.12574315 0.23665525],[0.2947661  1.14159572 0.13763335],[0.35221145 1.38989353 0.49395767],[0.27270705 1.39386094 0.39433745],36,150,Tricep Pushdown
37,[ 0.47407004  0.40058464 -0.07062235],[ 0.30133244  0.3624289  -0.34880486],[0.47591355 0.58982944 0.12793151],[ 0.26034525  0.62219042 -0.36006743],[0.47729108 0.79521739 0.12879698],[ 0.27844754  0.87714505 -0.40867248],[0.39345846 0.8595438  0.07162509],[ 0.30142838  0.86530095 -0.07105915],[0.37402162 1.13982177 0.23536691],[0.29510149 1.10219097 0.1446806 ],[0.35224867 1.390082   0.49288109],[0.27273795 1.39337468 0.42682454],37,150,Tricep Pushdown
38,[ 0.47359344  0.40007797 -0.05426068],[ 0.30134439  0.36132807 -0.32509881],[0.47596455 0.59045434 0.15572932],[ 0.25938311  0.61910808 -0.3408891 ],[0.47691903 0.79514694 0.17440937],[ 0.28916913  0.87099946 -0.38831472],[0.39348537 0.85975081 0.07042608],[ 0.30256096  0.86655968 -0.06986749],[0.37405974 1.15320921 0.20727652],[0.29637781 1.09160614 0.14967819],[0.35223058 1.39411116 0.44832709],[0.27268973 1.39356005 0.44679958],38,150,Tricep Pushdown
39,[ 0.47301674  0.39965779 -0.01120027],[ 0.30176172  0.35743821 -0.29058233],[0.47599021 0.59103286 0.18712619],[ 0.2591601   0.61062264 -0.31544903],[0.47633556 0.79498529 0.18853144],[ 0.29909655  0.85270745 -0.37378845],[0.39188632 0.85682231 0.07070181],[ 0.30345207  0.8637374  -0.07015764],[0.37421542 1.17247117 0.18738909],[0.29329759 1.16939652 0.10685541],[0.35385287 1.42799354 0.41985855],[0.27238593 1.42256057 0.35915196],39,150,Tricep Pushdown
40,[ 0.47253555  0.39918247 -0.01167219],[ 0.30171767  0.35589504 -0.28891477],[0.47615102 0.59124184 0.16952719],[ 0.25891367  0.60952544 -0.31208175],[0.47510085 0.79364449 0.16281587],[ 0.31252804  0.84360361 -0.36795279],[0.3905021  0.85796112 0.07103536],[ 0.30331844  0.86398607 -0.07051305],[0.37204742 1.18551087 0.17946158],[0.28832567 1.19328511 0.08465402],[0.35293433 1.44786072 0.40225238],[0.26776066 1.4435879  0.31714398],40,150,Tricep Pushdown
41,[0.47138834 0.39637733 0.02282746],[ 0.30173028  0.35536918 -0.27730474],[0.47617728 0.5881741  0.1989824 ],[ 0.25895014  0.60922945 -0.30495235],[0.47505283 0.79106414 0.18293621],[ 0.32695299  0.83076537 -0.35428867],[0.38745663 0.86381608 0.07572114],[ 0.30321327  0.86497432 -0.07521553],[0.37142172 1.19054735 0.16896914],[0.28762367 1.20391643 0.06398714],[0.35283297 1.45804286 0.36819607],[0.26754326 1.46542895 0.26701629],41,150,Tricep Pushdown
42,[0.4696559  0.39287883 0.03189036],[ 0.30179209  0.35434347 -0.28492263],[0.4767971  0.57424814 0.2191405 ],[ 0.25898546  0.60548514 -0.31265101],[0.47561464 0.77575749 0.20851392],[ 0.33651748  0.81649292 -0.35206583],[0.38485327 0.8675667  0.07880047],[ 0.3027989   0.86691797 -0.07826381],[0.37144166 1.19063151 0.15927385],[0.28806502 1.19975734 0.06387349],[0.3528457  1.46058738 0.34330425],[0.26757717 1.47010553 0.27110586],42,150,Tricep Pushdown
43,[0.46795532 0.38447452 0.02863636],[ 0.30303377  0.35374746 -0.2845504 ],[0.47784337 0.55840921 0.22537231],[ 0.25901189  0.60555172 -0.31333816],[0.47688282 0.75567502 0.2295053 ],[ 0.34962189  0.80374062 -0.34219322],[0.38528547 0.86939883 0.07926027],[ 0.30284032  0.86736685 -0.07873445],[0.37510028 1.1893599  0.14841683],[0.29133329 1.20356429 0.05515616],[0.35781541 1.46386373 0.32375515],[0.27306497 1.48027241 0.25074592],43,150,Tricep Pushdown
44,[0.46702021 0.38362959 0.03548   ],[ 0.30418882  0.35368559 -0.28972158],[0.47788477 0.55460918 0.24489838],[ 0.25897458  0.60603487 -0.32108927],[0.47720852 0.73712236 0.2600342 ],[ 0.36074626  0.78260422 -0.35141686],[0.38553005 0.88140142 0.08450802],[ 0.30245453  0.87357104 -0.08392284],[0.38039371 1.20064092 0.14429425],[0.29638472 1.22553396 0.05640753],[0.36214128 1.47939241 0.33149806],[0.27725595 1.5021528  0.27580643],44,150,Tricep Pushdown
45,[0.4669649  0.38378036 0.03409987],[ 0.30638459  0.35367694 -0.30291939],[0.47481596 0.55874968 0.25619867],[ 0.25868624  0.60627651 -0.34992373],[0.47686434 0.72607464 0.27916211],[ 0.36832437  0.76635617 -0.36046588],[0.38431263 0.89310366 0.0880696 ],[ 0.29973584  0.878438   -0.08738889],[0.38035402 1.20968711 0.14911032],[0.29631704 1.23224854 0.06537892],[0.36261603 1.48826587 0.35307977],[0.27781495 1.49879801 0.32855409],45,150,Tricep Pushdown
46,[0.46699321 0.3867844  0.04980906],[ 0.30699268  0.35365883 -0.27707925],[0.46625692 0.58850652 0.12066559],[ 0.25850296  0.6049431  -0.34876812],[ 0.47701174  0.71997559 -0.09616614],[ 0.37493044  0.74214667 -0.39403313],[0.38458818 0.90077263 0.09170265],[ 0.29879621  0.88503104 -0.09087475],[0.3822473  1.22566581 0.14862402],[0.29844454 1.23876023 0.07224905],[0.36451027 1.50667083 0.36252064],[0.27925783 1.5162586  0.32870942],46,150,Tricep Pushdown
47,[0.4671503  0.38704807 0.05219176],[ 0.30845255  0.3522366  -0.27744675],[0.46601331 0.62609696 0.09369251],[ 0.25770465  0.60379362 -0.34503993],[ 0.47903153  0.69930178 -0.14639519],[ 0.385005    0.72363371 -0.33797655],[0.38471133 0.89824057 0.09359559],[ 0.29475689  0.88427591 -0.0926677 ],[0.38230148 1.2242794  0.15404797],[0.29828241 1.2378943  0.08337785],[0.36406663 1.51420426 0.37474394],[0.27834797 1.52687788 0.3542386 ],47,150,Tricep Pushdown
48,[0.46671954 0.38462132 0.05503363],[ 0.30975425  0.35042506 -0.27480209],[0.4667818  0.61761767 0.09054498],[ 0.2569755   0.59606409 -0.37889284],[ 0.48083818  0.67166901 -0.1343922 ],[ 0.3857868   0.70562851 -0.42974141],[0.38471425 0.8969273  0.09345815],[ 0.29441473  0.88285255 -0.09252314],[0.38233688 1.21873021 0.15503666],[0.29812938 1.2298665  0.0841701 ],[0.36377984 1.50601876 0.37642577],[0.27821964 1.51592541 0.35292968],48,150,Tricep Pushdown
49,[0.46672645 0.38431883 0.06316616],[ 0.30967015  0.34863508 -0.27388266],[0.46199206 0.61626375 0.07017823],[ 0.25694835  0.59403038 -0.40912184],[ 0.48247254  0.65836465 -0.19925746],[ 0.39345551  0.68878067 -0.4967874 ],[0.3850452  0.89658195 0.09369043],[ 0.29432085  0.88240772 -0.09273899],[0.38284957 1.22005558 0.15609442],[0.2980513  1.23038149 0.07759704],[0.36450416 1.51142323 0.37934554],[0.27841252 1.5218457  0.33391014],49,150,Tricep Pushdown
50,[0.46730641 0.38441318 0.07453408],[ 0.30981672  0.34671748 -0.27250379],[0.46289292 0.61648715 0.0631246 ],[ 0.25688663  0.58987379 -0.42328021],[ 0.48445579  0.64936674 -0.22633861],[ 0.39320952  0.66058284 -0.53681844],[0.38704893 0.89515191 0.09659037],[ 0.29446608  0.88154864 -0.09556973],[0.38467529 1.22529328 0.15721767],[0.2978431  1.23319995 0.06472334],[0.36558598 1.52042508 0.39345559],[0.27800021 1.53042459 0.31358787],50,150,Tricep Pushdown
51,[0.47061303 0.38578659 0.08311979],[ 0.31023934  0.3433345  -0.26557925],[0.47488368 0.63774419 0.06052775],[ 0.2569415   0.58552629 -0.40097788],[ 0.48803577  0.64019501 -0.22122797],[ 0.3975009   0.63476831 -0.48588037],[0.38747999 0.89394045 0.09601858],[ 0.29237255  0.87879485 -0.09513489],[0.38455695 1.22944653 0.14081718],[0.29149094 1.23053885 0.08526523],[0.36307964 1.52905846 0.37606105],[0.27031073 1.52628028 0.37161005],51,150,Tricep Pushdown
52,[0.47216564 0.38581774 0.09805942],[ 0.31052467  0.34085727 -0.25814518],[0.47953793 0.63536859 0.0759979 ],[ 0.25703627  0.58207512 -0.39416111],[ 0.49147055  0.6191839  -0.17573071],[ 0.40131086  0.61557204 -0.46935904],[0.38840505 0.89309508 0.09535369],[ 0.29252467  0.8775506  -0.09447364],[0.38441068 1.23089004 0.13227767],[0.29159173 1.22902608 0.08830537],[0.36223394 1.52985811 0.34730989],[0.26980606 1.52360213 0.36869064],52,150,Tricep Pushdown
